index,name_BeSS,mag_BeSS,type_BeSS,_RAJ2000_BeSS,_DEJ2000_BeSS,conf_flag,_q,_r_CSC,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,GamPL,NHPL,_r_XMM,_4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,_2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,XRTsoft,XRTmed,XRThard,_RAJ2000_X,_DEJ2000_X,X_pos,Flux (0.3-1 keV),Flux (1-2 keV),Flux (2-10 keV),Gamma,X_flux,index_X,Source,_RAJ2000_gaia,_DEJ2000_gaia,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag,abs_BPmag,_q_X,_r_X,conf_flag_X2O
1911,V3903 Sgr,7.36,B6IIIe,272.32374999999996,-23.988397222222222,0,1911.0,0.303,J180917.6-235918,1.2580146844548e-13,0.0,2.2291760478469e-14,1.2424235330268e-13,,,-0.73454,-0.9594,-0.74079,7.5981,72.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.323658137,-23.988390642,CXO,2.1823790919915125e-12,6.426441165765215e-14,0.0,7.5981,CXO,63,4066278846098710016,272.3237496240542,-23.9883975539739,0.8368,0.0258,32.4202,3.02,2.766,0.032,-1.214,0.023,0.14,9.79,0.77,7.212316,0.003597,7.279822,0.008373,7.012226,0.007903,1148.00415,1114.1344,1186.09119,1139.76147,1104.32373,1176.48059,10033.0,-3.0198952901305143,63.0,0.348,
1913,HD 166188,8.97,B3IIe,272.5763333333333,-18.194808333333334,0,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,196261.0,0.012,0.00446,-0.00446,0.853,-0.317,0.0,0.0,0.00769,0.00332,-0.00332,0.00365,0.00241,-0.00241,0.0621,3.805e-13,1.15e-11,3.889,-1.0,-1.0608,1.8890254998013898e-14,2.3812001708380784e-13,1.2348972791817825e-13,272.57657,-18.19406,XRT,1.8890254998013898e-14,2.3812001708380784e-13,1.2348972791817825e-13,3.8889999389648438,XRT,154,4095791799728734848,272.5763297674682,-18.1948289688965,0.5892,0.021,28.0793,2.609,1.903,0.023,-1.785,0.018,0.114,12.1,1.008,8.726829,0.006912,8.973854,0.018397,8.282721,0.020676,1606.2146,1553.61389,1649.93262,1611.34583,1556.55273,1664.14575,10033.0,-2.055163845963385,154.0,2.907,
1929,Cl* NGC 6611 PPM 38,13.705,B8Ve,274.66566666666665,-13.78213888888889,0,1929.0,0.558,J181839.7-134656,3.8243960748764e-15,1.7355128973354e-15,1.4648457261384e-15,7.7136597615258e-16,,,-0.35853,-0.32355,0.04622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.665678956,-13.782293531,CXO,1.060807334225363e-15,1.9876717959889408e-15,2.2296318814761256e-15,2.0,CXO,64,4146600644357559680,274.6656362828874,-13.7823275031822,0.5233,0.0212,24.6412,1.623,0.239,0.024,-1.606,0.02,0.038,0.693,1.097,13.494164,0.002829,13.9139,0.003691,12.875637,0.004127,1787.55847,1727.22046,1868.70386,1780.01624,1715.23535,1854.42542,10033.0,2.652598718870621,64.0,0.207,
1930,BD-13 4928,10.044,O9.5Vne,274.6782916666666,-13.780669444444445,0,1930.0,0.452,J181842.7-134650,5.5239342695407e-15,1.1549518900514e-15,1.3891043272995e-15,3.0758687568473e-15,0.0,,-0.41974,-0.76702,-0.50593,,,1.108,J181842.8-134649,3.23267e-16,2.11481e-16,4.40156e-15,7.05244e-16,0.0,1.581e-16,0.0,3.15184e-16,0.0,3.73958e-15,4.92038e-15,3.84621e-15,0.0,2.02106e-16,0.874348,0.0805252,-1.0,0.0600518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.678263085,-13.780791861,CXO,4.230033780661395e-15,1.8848971217864186e-15,1.4837789794494686e-15,2.0,CXO,65,4146600678717290624,274.6782340747609,-13.78082499564,0.591,0.0164,35.9771,1.644,0.225,0.018,-1.629,0.014,0.065,4.6,0.903,9.925525,0.002925,10.200845,0.003845,9.458338,0.004948,1614.19531,1582.68433,1654.41187,1548.19397,1522.2019,1608.63171,10033.0,-0.8389354057205924,65.0,0.175,
1931,Cl* NGC 6611 BKP 29783,13.59,Be,274.692197,-13.910324,2,1931.0,0.432,J181846.1-135437,1.2306071211838e-14,4.2841283890675e-15,2.7933991263158e-15,5.4453505546586e-15,2.1993337901972e-14,,-0.40475,-0.76327,-0.51093,,,0.912,J181846.1-135437,9.4435e-17,1.25752e-16,5.54472e-15,4.78555e-16,5.18291e-15,5.56097e-16,2.50753e-15,9.18803e-16,0.0,1.6866e-15,1.31297e-14,2.10981e-15,1.63026e-14,1.13228e-15,0.958055,0.0426645,-0.098979,0.0665896,-0.708638,0.0944708,-1.0,0.35341,,,,,,,,,,,,,,,,,,,,,,,,,274.692254077,-13.910430446,CXO,7.488621464252109e-15,3.790406429320784e-15,5.5038653157043385e-15,2.0,CXO,66,4146594219088502272,274.692196630375,-13.9103238770642,2.4877,0.5438,4.5749,2.255,2.198,0.518,-0.503,0.372,3.23,5690.0,27.706,13.538226,0.003103,13.737662,0.005593,12.661281,0.006151,484.95462,382.395355,658.241211,535.099121,439.643005,657.381409,10033.0,5.309156494675989,66.0,0.41,
1933,BD-13 4933,10.628,B0.5Ve,274.77033333333327,-13.805658333333334,0,1933.0,1.166,J181904.9-134819,1.1017890516649e-15,0.0,5.3824356817573e-16,5.4543953759158e-16,,,-0.22361,-0.44597,-0.20737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.770591338,-13.805453166,CXO,7.501060193756685e-16,7.303510129054153e-16,0.0,2.0,CXO,67,4146599819725862912,274.7703268849954,-13.8056790133256,0.5764,0.0264,21.8329,1.835,0.397,0.025,-1.792,0.019,0.123,12.9,0.91,10.54175,0.002777,10.798102,0.003024,10.100395,0.003802,1641.06091,1572.87817,1710.35938,1645.17346,1573.54883,1719.29285,10033.0,-0.2775215036383205,67.0,1.246,
1966,EM* AS 315,11.3,Be,280.25045833333326,-5.464361111111112,0,1966.0,,,,,,,,,,,,,,2.184,J184100.0-052749,9.58758e-17,1.22641e-16,1.30881e-16,1.64343e-16,1.30147e-15,4.92891e-16,5.67175e-15,1.54464e-15,9.88098e-15,8.21799e-15,1.73417e-14,8.38292e-15,4.53192e-15,1.02301e-15,0.57589,0.594451,0.744715,0.253163,0.206231,0.231175,-0.179937,0.336976,,,,,,,,,,,,,,,,,,,,,,,,,280.25019694,-5.46381306,XMM,1.6963004182191713e-16,1.30147e-15,1.3970152653712722e-14,2.0,XMM,120,4256506967717461120,280.2504415959776,-5.4643550626711,0.2322,0.0279,8.3216,4.084,-1.155,0.03,-3.917,0.028,0.223,49.2,1.391,10.154264,0.002978,11.473716,0.00414,9.026261,0.005298,3601.05444,3330.31494,3942.46021,3538.3208,3186.43213,4017.94238,10033.0,-1.3084324349776146,120.0,2.189,
1984,HD 175511,6.94,B9e,283.00920833333333,59.66703611111111,0,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,178028.0,0.0075,0.00239,-0.00239,-0.796,-0.403,0.00718,-0.00225,0.000432,0.000586,-0.000432,0.0,0.000616,0.0,0.483,3.242e-13,3.55e-13,,,,2.7902131902992976e-13,3.169284470050427e-14,1.3485836269565965e-14,283.00986,59.66689,XRT,2.7902131902992976e-13,3.169284470050427e-14,1.3485836269565965e-14,2.0,XRT,155,2156145742340023424,283.0091912441686,59.6670392656061,2.768,0.0318,87.0148,7.532,-5.326,0.052,5.327,0.04,0.34,111.0,1.204,6.939761,0.00278,6.911332,0.002944,6.945789,0.003815,358.375671,353.832825,363.831299,358.909515,355.296356,363.595856,10022.0,-0.8603605955044742,155.0,1.442,
2033,HD 344783,9.8,B0IVe,295.77829166666663,23.27011111111111,0,2033.0,0.138,J194306.7+231612,2.2554728901105e-14,0.0,5.9404006931123e-15,1.000491135013e-14,,,-0.22986,-0.44347,-0.20112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.778250797,23.270103123,CXO,1.375907632253814e-14,8.06062147288327e-15,0.0,2.0,CXO,68,2020088874998745600,295.7782849970741,23.2701097289421,-0.0906,0.1408,-0.6431,6.102,-1.21,0.09,-5.981,0.149,1.26,2520.0,8.287,9.719704,0.002892,9.905604,0.002869,9.274323,0.003802,6448.9873,4592.85107,9592.5293,5738.9668,4326.99658,7454.25146,10033.0,-4.1418536084071675,68.0,0.118,
2059,HD 190864,7.79,O7IIIe,301.41583333333324,35.607775000000004,0,2059.0,,,,,,,,,,,,,,1.167,J200539.8+353627,1.13207e-14,9.11275e-16,6.3037e-14,2.03904e-15,2.28604e-14,1.41467e-15,1.64054e-15,9.4699e-16,1.60313e-16,3.65627e-15,9.95703e-14,4.82079e-15,1.2872e-13,3.80897e-15,0.696448,0.0223285,-0.521602,0.0253166,-0.939354,0.0294488,-0.927996,0.573378,,,,,,,,,,,,,,,,,,,,,,,,,301.41622111,35.6077,XMM,5.5624791674523396e-14,2.28604e-14,1.6176061255417224e-15,2.0,XMM,121,2059070135632404992,301.4158428359128,35.6077753624711,0.5264,0.018,29.1934,7.31,-3.062,0.017,-6.638,0.019,0.155,18.9,0.874,7.688452,0.002775,7.776162,0.002941,7.470989,0.003837,1818.37964,1760.6803,1877.22424,1816.71277,1759.8241,1853.72522,10033.0,-3.522260800218004,121.0,1.168,
2069,HD 228256,10.02,Bpe,302.9765416666666,40.008230555555556,0,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,128863.0,0.00656,0.00107,-0.00107,0.68,-0.126,0.000535,-0.000406,0.00329,0.000719,-0.000719,0.0025,0.000644,-0.000644,0.141,2.744e-13,6.45e-13,2.316,0.77078,-0.43966,2.6576156889729914e-14,1.3952482367108205e-13,1.0829901943918803e-13,302.97634,40.00844,XRT,2.6576156889729914e-14,1.3952482367108205e-13,1.0829901943918803e-13,2.315999984741211,XRT,156,2062398391672763392,302.9765363523115,40.0082292007793,0.4373,0.0123,35.679,5.713,-2.26,0.013,-5.247,0.014,0.09,11.2,1.008,9.951345,0.00623,10.317178,0.014869,9.389476,0.019244,2178.59082,2114.62524,2241.6626,2184.26904,2133.18237,2243.86475,10033.0,-1.3737003464970368,156.0,0.983,
2073,HD 228438,8.37,B0.5IIIe,303.45949999999993,36.622925,0,2073.0,,,,,,,,,,,,,,0.752,J201350.2+363722,1.16616e-16,1.80744e-16,2.57564e-15,4.71573e-16,1.42881e-15,4.18804e-16,1.1976e-16,3.88275e-16,1.12523e-15,2.9058e-15,5.71055e-15,3.07127e-15,5.99202e-15,9.81518e-16,0.907571,0.125746,-0.358487,0.146608,-0.879239,0.203378,0.976427,0.219059,0.76,97731.0,0.000858,0.000409,-0.000409,-0.236,0.254,0.000334,-0.00026,0.000196,0.000208,-0.000196,0.000333,0.000237,-0.000237,0.537,5.307e-14,8.32e-14,,,,1.997240549603764e-14,1.234540274997796e-14,2.07521917539844e-14,303.45925306,36.62285889,XMM,2.0139969247903805e-15,1.42881e-15,1.1183052976773723e-15,2.0,XMM,122,2060497129916833024,303.4595169462185,36.6229310952692,0.4262,0.0251,16.9754,6.908,-2.58,0.026,-6.408,0.029,0.243,51.0,1.491,8.116377,0.002847,8.364006,0.003465,7.674968,0.004384,2242.95435,2137.5022,2397.61377,2286.96265,2167.15674,2403.03174,10033.0,-3.390096173209427,122.0,0.738,
2075,HD 228535,10.43,B2IVe,303.730549,36.853563,2,2075.0,,,,,,,,,,,,,,1.807,J201455.4+365111,1.89864e-16,2.75536e-16,6.60697e-16,4.77691e-16,2.80152e-15,8.89604e-16,2.40834e-15,1.5932e-15,6.07662e-15,8.88105e-15,1.15175e-14,9.17389e-15,5.48076e-15,1.61184e-15,0.52118,0.592184,0.570586,0.266405,-0.272162,0.236271,0.260531,0.310225,,,,,,,,,,,,,,,,,,,,,,,,,303.73091111,36.85315306,XMM,6.362794765232692e-16,2.80152e-15,7.621567818681754e-15,2.0,XMM,123,2060529153194842880,303.7305488635538,36.8535631723538,0.4296,0.0141,30.4343,6.532,-3.65,0.014,-5.417,0.016,0.128,23.8,1.22,10.045268,0.003347,10.420864,0.004739,9.491667,0.009276,2232.61743,2140.07666,2305.72412,2219.12988,2148.74023,2296.70947,10033.0,-1.3232075547341022,123.0,1.774,4.0
2101,V2246 Cyg,19.7,B0Ve,308.06329166666666,37.6375,0,2101.0,,,,,,,,,,,,,,0.97,J203215.2+373815,1.1335e-13,3.47709e-15,1.73263e-13,4.22199e-15,3.88393e-12,1.80571e-14,5.49875e-11,1.05856e-13,2.02456e-10,4.59946e-13,2.60068e-10,4.72574e-13,3.40981e-11,6.38944e-14,0.2514,0.017323,0.918986,0.00180453,0.672257,0.00134489,-0.13059,0.00141453,2.49,62735.0,1.62,0.0101,-0.0101,0.937,0.717,0.00658,-0.000571,0.209,0.00407,-0.00407,1.33,0.00847,-0.00847,0.0,1.869e-10,2.42e-10,,,,8.562144174371484e-13,2.6325195659932644e-11,1.597185899226302e-10,308.06363111,37.63751889,XMM,2.1440669111887772e-13,3.88393e-12,2.3124718263006502e-10,2.0,XMM,124,2063791369815322752,308.0636457746807,37.6374563954685,0.3418,0.0846,4.0393,6.366,-3.371,0.083,-5.4,0.091,0.637,17.2,0.988,16.916855,0.003425,19.491253,0.037563,15.41941,0.009966,2410.80713,2019.58533,2908.67603,2246.40552,1842.11621,2825.05737,10033.0,7.580440663847334,124.0,0.312,
2103,V2188 Cyg,14.88,Be,308.32766666666663,41.259861111111114,0,2103.0,1.404,J203318.5+411535,2.19855089114e-15,1.7835668596653e-15,5.4466632826225e-16,0.0,0.0,,0.28357,0.99938,0.99938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.327153208,41.259805067,CXO,0.0,7.390661552911146e-16,2.291367318076163e-15,2.0,CXO,69,2067783559095152768,308.3272123011311,41.2597637470945,0.5539,0.0135,41.169,5.036,-2.604,0.013,-4.31,0.016,0.059,2.68,1.088,13.558911,0.005576,15.305485,0.010439,12.304036,0.014296,1666.98364,1623.92969,1711.07605,1659.77759,1630.24097,1698.1759,10033.0,4.195828311875536,69.0,0.248,
2106,W Del,9.81,A0Ve,309.41704166666665,18.284383333333334,0,2106.0,,,,,,,,,,,,,,1.08,J203740.1+181702,4.70456e-16,5.35309e-16,7.27676e-15,1.33658e-15,3.74652e-15,8.91513e-16,3.17076e-16,6.6649e-16,1.41177e-15,5.47735e-15,1.64799e-14,5.94437e-15,1.60529e-14,2.28206e-15,0.920217,0.0849652,-0.218651,0.130395,-0.944014,0.0993389,0.123709,0.964789,,,,,,,,,,,,,,,,,,,,,,,,,309.41722194,18.28413694,XMM,5.7954626899101835e-15,3.74652e-15,1.5529262409082278e-15,2.0,XMM,125,1812558769663138176,309.4170245066618,18.2843766544148,1.2538,0.0273,45.8973,5.546,-3.618,0.024,4.204,0.025,0.227,72.4,1.483,9.732103,0.002973,9.778762,0.003605,9.601971,0.006401,784.345947,768.065613,799.935669,781.383179,766.392639,796.058167,10021.0,0.3062237163298853,125.0,1.184,
2122,V1493 Cyg,15.2,A2Ve,313.01937499999997,44.625119444444444,0,2122.0,,,,,,,,,,,,,,3.306,J205204.7+443733,1.85003e-16,2.91623e-16,2.01481e-16,2.83625e-16,8.8571e-16,4.88868e-16,2.85296e-15,1.66828e-15,3.41714e-15,6.36026e-15,1.09969e-14,6.75985e-15,3.53884e-15,1.19955e-15,0.496476,0.5996,0.524543,0.29981,-0.116963,0.259258,-0.078523,0.32356,,,,,,,,,,,,,,,,,,,,,,,,,313.01958889,44.626025,XMM,2.8911722640071573e-16,8.8571e-16,5.632082223123795e-15,2.0,XMM,126,2163147741628918144,313.0193450144849,44.6251215025138,0.8711,0.0453,19.2094,3.83,-1.937,0.047,-3.304,0.045,0.477,142.0,3.607,13.854384,0.005589,15.451743,0.020548,12.583874,0.013181,1102.76843,1048.15796,1163.91748,1085.92981,1035.03027,1133.56226,10033.0,5.239321376746108,126.0,3.37,
2123,HD 198931,8.81,B1Vnne,313.0405,44.43461388888888,0,2123.0,0.895,J205209.7+442605,1.1968032561297e-14,0.0,1.1695204569833e-14,1.1642301747508e-14,,,-0.33979,-0.56465,-0.24485,,,0.585,J205209.7+442604,8.10418e-16,3.61905e-16,6.86051e-15,7.77572e-16,1.59943e-14,1.23111e-15,1.15153e-14,1.87356e-15,2.20278e-14,8.6814e-15,5.9777e-14,9.06739e-15,3.83574e-14,2.26923e-15,0.786986,0.084993,0.381571,0.0578079,-0.613689,0.0546584,-0.403651,0.17164,0.35,77806.0,0.0034,0.000614,-0.000614,0.87,-0.3,1.24e-05,-1.24e-05,0.00215,0.000448,-0.000448,0.000989,0.000347,-0.000347,0.741,1.091e-13,4.19e-12,3.984,-1.0,-0.59823,4.7167817856229214e-15,6.78490918393451e-14,3.6534126375031977e-14,313.040809024,44.434728161,CXO,3.535870688352026e-14,1.9695940678137808e-14,0.0,3.9839999675750732,CXO,70,2162956598400314624,313.040483913997,44.4346100088809,0.5433,0.22,2.4694,3.189,-1.166,0.217,-2.968,0.197,2.059,3400.0,13.463,8.488977,0.002811,8.858294,0.003231,7.87987,0.00399,2497.70142,1648.23267,3724.85938,2142.65967,1487.82837,2753.59912,10033.0,-3.129408603744034,70.0,0.976,
2134,GSC 03588-00834,14.25,B0Ve,315.8987916666667,45.751530555555554,0,2134.0,0.185,J210335.6+454505,2.2261576192503e-13,1.9282472103292e-13,2.8078387850524e-14,6.5019412547748e-15,0.0,,0.46346,0.74953,0.43348,1.82756,114.498,,,,,,,,,,,,,,,,,,,,,,,,,1.0,43945.0,1.04,0.00604,-0.00604,0.884,0.601,0.0123,-0.000685,0.212,0.00287,-0.00287,0.844,0.00543,-0.00543,0.0,1.116e-10,1.29e-10,1.861,0.66399,-1.6437,1.354197642336019e-12,2.1994037570353964e-11,8.825176478731002e-11,315.898719484,45.751540351,CXO,8.430078821585388e-15,3.7515958061428955e-14,2.557834430788526e-13,1.82756,CXO,71,2162805896614571904,315.8987920173038,45.7515468765523,0.1309,0.0129,10.1073,4.719,-3.505,0.014,-3.16,0.013,0.0,0.0,1.09,13.774436,0.005515,14.475037,0.01537,12.951386,0.017684,6218.41309,5770.01709,6794.54736,6208.10205,5750.44482,6622.60547,10033.0,0.5066391554746499,71.0,0.129,
2138,V2148 Cyg,6.61,B4IVpe,317.4942916666666,45.50255555555555,0,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,157072.0,0.00718,0.00172,-0.00172,-0.925,0.045,0.00699,-0.00163,0.0,0.000509,0.0,7.36e-05,0.000379,-7.36e-05,0.377,4e-13,5.84e-13,,,,3.6982460551958257e-13,1.4408750864399322e-14,1.5766643616018105e-14,317.49449,45.50244,XRT,3.6982460551958257e-13,1.4408750864399322e-14,1.5766643616018105e-14,2.0,XRT,157,2162553386886242560,317.4942979333348,45.5025547797264,2.3622,0.0348,67.9078,8.037,8.036,0.037,-0.148,0.037,0.348,120.0,0.925,6.702787,0.003168,6.636296,0.006574,6.771759,0.005887,417.458649,411.812439,423.159943,419.054993,411.111481,424.551605,10011.0,-1.4667713164570984,157.0,0.544,
2151,V2156 Cyg,8.91,B1.5Vnnpe,321.26016666666663,44.451769444444444,0,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,140862.0,0.0159,0.00175,-0.00175,0.667,0.352,0.000818,-0.000463,0.00472,0.000951,-0.000951,0.00999,0.00137,-0.00137,0.0365,8.652e-13,3.89e-12,0.8678,0.52052,-0.29633,5.265304282494365e-14,2.6326521412471824e-13,5.492817430503381e-13,321.26104,44.45169,XRT,5.265304282494365e-14,2.6326521412471824e-13,5.492817430503381e-13,0.8677999973297119,XRT,158,1970815567066416128,321.2601821109889,44.45177131585,1.0899,0.0169,64.3403,2.695,-0.406,0.016,-2.664,0.016,0.12,16.4,1.067,8.658449,0.002871,8.986755,0.003496,8.124928,0.004388,900.66748,887.530579,910.604187,896.514343,879.13092,915.7547,10033.0,-0.7860674107459911,158.0,2.225,
2152,ALFIRK,3.216,B2IIIev,322.1649999999999,70.56071388888888,0,2152.0,,,,,,,,,,,,,,0.596,J212839.5+703339,3.42458e-13,2.10672e-15,6.86159e-13,2.62326e-15,1.31721e-13,1.17533e-15,1.5154e-14,7.64724e-16,8.482e-16,7.51517e-16,1.17748e-12,3.85978e-15,1.03045e-12,3.93138e-15,0.436732,0.00292517,-0.688414,0.00257148,-0.916904,0.00409273,-0.976378,0.0213243,,,,,,,,,,,,,,,,,,,,,,,,,322.16475,70.56085694,XMM,7.694778931821887e-13,1.31721e-13,1.4373886564946584e-14,2.0,XMM,127,2272185759996420992,322.16505269614,70.56071944519,,,,,,,,,7.374,75000.0,,3.19459,0.00895,3.158124,0.014214,3.378576,0.00803,,,,,,,,,127.0,0.614,
2162,V490 Cep,14.29,B1.5Ve,324.87799999999993,56.98611388888889,0,2162.0,0.555,J213930.6+565910,6.5948629393158e-13,5.803014840108e-13,6.9128351569117e-14,1.8197449140869e-14,3.2981357700231e-15,,0.49844,0.76827,0.43848,1.39462,85.4343,,,,,,,,,,,,,,,,,,,,,,,,,1.7,125499.0,5.32,0.0362,-0.0362,0.794,0.567,0.129,-0.00771,1.16,0.0171,-0.0171,4.2,0.0325,-0.0325,0.0,4.701e-10,5.64e-10,0.4816,0.059754,-0.044713,1.1403242305690366e-11,9.930784804081803e-11,3.593889096534916e-10,324.877865154,56.986249489,CXO,2.0500649274690162e-14,8.90623338728146e-14,8.433969682880011e-13,1.39462,CXO,72,2178178409188167296,324.8778762693753,56.9862283247132,0.1048,0.0127,8.2777,3.694,-2.964,0.014,-2.204,0.014,0.0,0.0,1.037,13.816205,0.002979,14.523019,0.004669,12.969804,0.00529,7446.63037,6954.34033,8022.89941,7249.57812,6631.55029,8022.30078,10033.0,0.16322001395313102,72.0,0.114,
2171,EM Cep,7.03,B0.5Ve,328.45041666666657,62.61442777777778,0,2171.0,0.401,J215348.1+623651,4.8550188742358e-15,7.5508975239153e-16,1.0508218696376e-15,3.0107537473032e-15,,,-0.37976,-0.79575,-0.57839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.450646311,62.614392278,CXO,4.140485522340402e-15,1.4258764289077657e-15,9.700718374913388e-16,2.0,CXO,73,2204369875668251264,328.4504286921562,62.6144230595983,1.5214,0.1914,7.9495,2.945,-2.929,0.229,-0.313,0.205,2.102,4730.0,10.054,6.959275,0.003512,7.06385,0.007276,6.704503,0.007531,697.133667,623.595703,793.111816,693.444275,610.751526,805.748169,10022.0,-2.1527302841405582,73.0,0.421,
2185,BD+53 2790,9.93,O9.5IIIe,331.9843333333333,54.51844444444444,0,2185.0,,,,,,,,,,,,,,0.31,J220756.2+543106,4.11586e-13,3.41067e-15,2.35131e-12,8.28423e-15,1.38765e-11,2.02262e-14,6.83602e-11,7.94303e-14,1.85488e-10,2.43031e-13,2.66929e-10,2.59702e-13,4.76824e-11,2.20794e-14,0.69643,0.00230207,0.69532,0.00100295,0.261124,0.000867413,-0.174095,0.000870032,1.39,162058.0,4.57,0.054,-0.054,0.852,0.751,0.0429,-0.0046,0.546,0.0209,-0.0209,4.02,0.0494,-0.0494,0.0,6.624e-10,6.90e-10,0.04191,3.3921,-0.11206,6.525455912182573e-12,8.165638073893327e-11,5.742181633488841e-10,331.98418889,54.518425,XMM,2.613187642319117e-12,1.38765e-11,1.7528307656890921e-10,0.04191000014543533,XMM,128,2005653524280214400,331.9843195046566,54.518446913018,0.3051,0.0136,22.4217,5.33,-4.173,0.015,-3.317,0.014,0.107,14.0,0.979,9.743357,0.002814,9.880591,0.003443,9.464358,0.003961,3104.12915,2968.41479,3237.89209,3167.40918,3047.29785,3332.67236,10033.0,-2.5791079108133292,128.0,0.208,
2198,pi Aqr,4.794,B1Ve,336.31925,1.3773972222222222,0,2198.0,,,,,,,,,,,,,,0.098,J222516.6+012238,1.29825e-13,2.22623e-15,6.08646e-13,4.24178e-15,1.69873e-12,7.10453e-15,3.55311e-12,1.65879e-14,5.9783e-12,4.326e-14,1.19652e-11,4.72094e-14,5.12677e-12,1.46218e-14,0.710172,0.00459071,0.475989,0.00314611,-0.111483,0.00309355,-0.393044,0.00363137,,,,,,,,,,,,,,,,,,,,,,,,,336.31927694,1.37740111,XMM,5.524282694687568e-13,1.69873e-12,8.561535672844829e-12,2.0,XMM,129,2702544403629124224,336.3192625077587,1.3773984603276,2.9761,0.1129,26.3686,17.705,17.518,0.159,2.563,0.135,0.759,746.0,0.952,4.525096,0.00504,4.519456,0.011712,4.457915,0.021472,329.946533,319.139038,343.839142,333.05719,320.901276,342.499084,10022.0,-3.0727618462929573,129.0,0.231,
2213,4U 2238+60,,Be,339.8370833333332,61.27411111111111,0,2213.0,0.604,J223920.8+611626,3.7880638267384e-13,3.6208725046227e-13,1.9132075063507e-14,4.4630576209156e-15,,,0.70956,0.88195,0.44722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.836836125,61.273992655,CXO,6.1377405845045615e-15,2.5960608222359134e-14,4.651773425286667e-13,2.0,CXO,74,2201091578667140352,339.8368514716088,61.2740576299594,0.104,0.014,7.4412,2.555,-2.344,0.015,-1.015,0.014,0.044,1.04,1.105,14.104571,0.004577,15.060287,0.009325,13.122439,0.012834,7387.7085,6712.14209,8243.56641,7315.11621,6784.97314,7996.52441,10033.0,0.7177382451918959,74.0,0.218,
2215,HD 215227,8.81,B5ne,340.7387499999999,44.72173611111111,0,2215.0,,,,,,,,,,,,,,2.88,J224257.2+444315,4.41217e-16,2.85549e-16,2.47342e-15,5.64208e-16,1.81185e-15,5.70553e-16,2.84534e-15,1.30003e-15,0.0,3.61672e-15,7.95511e-15,3.95782e-15,7.9495e-15,1.3497e-15,0.706477,0.151087,-0.226371,0.182941,-0.242029,0.245859,-1.0,0.486731,,,,,,,,,,,,,,,,,,,,,,,,,340.73867,44.72093806,XMM,2.1803535603153114e-15,1.81185e-15,2.555810725944252e-15,2.0,XMM,130,1982359580155628160,340.7387631604601,44.7217386397879,0.486,0.0185,26.3066,4.698,-3.478,0.016,-3.159,0.017,0.158,39.0,1.139,8.705068,0.002878,8.769057,0.003482,8.494837,0.004798,1984.89014,1908.18347,2065.52295,1958.82581,1900.05347,2027.00623,10021.0,-2.719625371837907,130.0,2.837,
