index,name_BeSS,mag_BeSS,type_BeSS,_RAJ2000_BeSS,_DEJ2000_BeSS,conf_flag,_q,_r_CSC,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,GamPL,NHPL,_r_XMM,_4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,_2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,XRTsoft,XRTmed,XRThard,_RAJ2000_X,_DEJ2000_X,X_pos,Flux (0.3-1 keV),Flux (1-2 keV),Flux (2-10 keV),Gamma,X_flux,index_X,Source,_RAJ2000_gaia,_DEJ2000_gaia,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag,abs_BPmag,_q_X,_r_X,conf_flag_X2O
687,HD 21641,6.773,B8.5Ve,52.88808333333333,47.86241666666667,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,142001.0,0.0116,0.00169,-0.00169,-0.223,-0.223,0.0053,-0.00109,0.00329,0.000834,-0.000834,0.00201,0.000693,-0.000693,4.07e-06,2.831e-13,6.16e-13,,,,1.3884541213334037e-13,8.821168048046236e-14,5.6042907386197263e-14,52.88891,47.86191,XRT,1.3884541213334037e-13,8.821168048046236e-14,5.6042907386197263e-14,2.0,XRT,136,248960223149560960,52.8880683890029,47.8624167894601,5.7803,0.045,128.4076,34.77,22.389,0.052,-26.603,0.041,0.235,51.0,0.839,6.757468,0.002783,6.737034,0.002836,6.747827,0.003871,172.289932,170.889923,173.421967,172.055893,170.752106,173.36702,10021.0,0.5557345020401003,136.0,2.182,
688,BQ Cam,11.3,Be,53.74954166666666,53.17321944444444,0,688.0,0.142,J033459.9+531023,2.1786870269256e-14,1.2031261738186e-14,9.5545542425461e-15,1.3272187221409e-15,,,-0.27358,0.49219,0.65834,,,0.975,J033459.8+531022,2.90905e-17,1.01454e-16,1.48081e-15,3.728e-16,1.51953e-14,1.14385e-15,2.13503e-14,2.35699e-15,5.81092e-16,2.09456e-15,4.12066e-14,3.67519e-15,3.28363e-14,2.02637e-15,0.953155,0.13092,0.836379,0.0421537,-0.344656,0.0581413,-0.993853,0.0357554,2.87,35064.0,1.1,0.00564,-0.00564,0.929,0.721,0.00475,-0.000336,0.135,0.00184,-0.00184,0.821,0.00446,-0.00446,0.0,1.304e-10,1.47e-10,,,,6.661219260670136e-13,1.8097875991313653e-11,1.1163600208261934e-10,53.749592622,53.173194404,CXO,1.8252339331723217e-15,1.2964722258650358e-14,1.5456689942799772e-14,2.0,CXO,29,444752973131169664,53.7496317121559,53.1731380227244,0.1343,0.0202,6.6669,0.515,-0.268,0.02,0.44,0.02,0.0,4.28e-15,1.07,14.200214,0.003384,15.475269,0.004987,13.086571,0.006379,5584.23926,5077.89844,6315.02246,5883.42285,5484.55127,6301.04053,10033.0,1.740448911924764,29.0,0.212,
695,MEROPE,4.164,B6IVe,56.58154166666666,23.948355555555555,0,695.0,0.61,J034619.6+235653,2.0433339370092e-13,0.0,2.2362840281645e-14,1.7991207542327e-13,0.0,,-0.84072,-0.98314,-0.81199,8.73987,87.2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.581696611,23.948262634,CXO,5.640957424029978e-12,7.820379821620063e-14,0.0,8.73987,CXO,30,65205373152172032,56.5816078641396,23.9483589390558,7.067,0.2862,24.692,50.139,13.075,0.317,-48.404,0.195,1.505,3080.0,2.33,4.172742,0.00365,4.148266,0.003109,4.159457,0.005382,142.660645,137.176788,148.658691,141.260788,134.23259,148.06897,10022.0,-1.6232549161475482,30.0,0.436,
705,Menkhib,4.06,O7.5IIIe,59.741249999999994,35.79103055555555,0,705.0,,,,,,,,,,,,,,0.769,J035857.8+354728,4.65863e-13,2.26941e-15,1.57962e-12,3.68359e-15,5.20856e-13,2.16674e-15,7.21033e-14,1.3784e-15,1.39604e-15,7.81515e-16,2.6379e-12,5.15759e-15,2.61756e-12,5.90425e-15,0.620686,0.00166088,-0.521706,0.00173936,-0.899642,0.00186403,-0.98732,0.00601355,0.91,136909.0,0.0311,0.00237,-0.00237,-0.72,-0.897,0.0106,-0.00293,0.00235,0.000672,-0.000672,0.0,0.000289,0.0,0.000223,1.563e-12,2.00e-12,,,,1.3340393320149418e-12,2.1716919358382774e-13,1.1791474401230499e-14,59.74115,35.79122806,XMM,1.5301652115218617e-12,5.20856e-13,6.602037068393353e-14,2.0,XMM,90,219375904303684224,59.741260125899,35.791030419801,2.4457,0.2616,9.3492,2.734,0.778,0.29,2.621,0.212,1.328,3190.0,2.236,3.974884,0.003378,3.970395,0.003421,3.889252,0.004335,417.692932,378.667633,475.802094,425.826111,376.98407,483.213562,10022.0,-4.133890632019057,90.0,0.748,
745,lam Eri,4.249,B2IVne,77.28658333333334,-8.754080555555555,0,745.0,,,,,,,,,,,,,,0.632,J050908.8-084514,1.79492e-14,2.36657e-15,4.3213e-14,3.16813e-15,1.99075e-14,2.25172e-15,8.32142e-15,2.88206e-15,2.46074e-15,5.06703e-15,9.60336e-14,7.72645e-15,9.21941e-14,5.70679e-15,0.498744,0.0557391,-0.335595,0.0574833,-0.739248,0.0791505,-0.878474,0.200704,,,,,,,,,,,,,,,,,,,,,,,,,77.28672611,-8.75397611,XMM,4.575362919180575e-14,1.99075e-14,9.685014858276015e-15,2.0,XMM,91,3182891931108590336,77.2866002298823,-8.7540837770944,3.6256,0.232,15.6272,2.856,1.726,0.25,-2.276,0.186,1.547,4510.0,2.283,4.243453,0.00341,4.117129,0.003447,4.385517,0.004538,274.778259,259.063232,295.600983,271.507721,258.868378,288.255219,10022.0,-3.077782837536983,91.0,0.597,
758,RX J0516.0-6916,15.0,Be,79.00041666666665,-69.2692,0,758.0,1.01,J051559.9-691609,2.3949357382866e-13,2.0564338811276e-13,2.6963034406945e-14,1.0645759879364e-14,0.0,,0.30981,0.44597,0.1524,1.14038,22.4054,1.667,J051559.9-691607,9.53668e-17,1.40768e-16,1.89469e-16,2.33894e-16,1.02028e-15,3.40732e-16,1.26772e-14,1.53117e-15,1.10702e-13,1.1961e-14,1.26109e-13,1.20804e-14,8.08774e-15,1.04743e-15,-0.012297,0.547587,0.692607,0.271755,0.599376,0.100238,0.42321,0.063929,0.55,15241.0,0.006,0.000302,-0.000302,0.49,0.205,0.000353,-0.000134,0.00203,0.000156,-0.000156,0.00325,0.000192,-0.000192,0.0,3.455e-13,4.40e-13,1.062,0.12783,-0.13081,4.13779482786631e-14,1.2088851555923142e-13,1.8323353616210548e-13,78.999726611,-69.269337807,CXO,1.1096322521958219e-14,3.4057327942443166e-14,3.175500532734382e-13,1.14038,CXO,31,4658196459798969856,78.9997037203344,-69.2689471908387,0.0226,0.0219,1.0297,1.713,1.682,0.026,0.324,0.029,0.08,1.15,0.966,15.155668,0.003229,15.100797,0.006849,15.206417,0.006272,13106.8623,10644.3516,16554.2793,,,,10000.0,-0.4866966838920561,31.0,1.411,
761,[HP99] 946,14.4,O8e,80.124405,-69.532146,2,761.0,,,,,,,,,,,,,,1.134,J052030.0-693154,2.59855e-15,3.14143e-16,5.63622e-15,4.55603e-16,9.07938e-15,5.50405e-16,1.12538e-14,1.06704e-15,1.12963e-13,7.98646e-15,1.68873e-13,8.1472e-15,2.9224e-14,1.19857e-15,0.418238,0.00556059,0.340462,0.00396089,0.060682,0.00358107,-0.217,0.0040179,1.0,32670.0,0.249,0.00215,-0.00215,0.38,0.337,0.0312,-0.000828,0.0711,0.00113,-0.00113,0.146,0.00162,-0.00162,0.0,1.884e-11,1.94e-11,,,,2.4422024181188626e-12,5.435869898393597e-12,1.0961927683487541e-11,80.12500111,-69.53191,XMM,6.160187387958678e-15,9.07938e-15,1.1157704519757638e-13,2.0,XMM,92,4658173851121043200,80.1244051443285,-69.5321459769996,0.0323,0.0184,1.7599,1.851,1.814,0.022,0.367,0.026,0.0,0.0,0.828,14.386063,0.002887,14.367228,0.003872,14.341517,0.005443,13447.0811,11255.5938,15765.5508,13019.1943,11023.3662,16121.1162,10002.0,-1.2759121206749349,92.0,1.11,
768,Cl* NGC 1893 CUF 3104,13.91,B1.5Ve,80.691452,33.416338,2,768.0,0.138,J052245.9+332458,1.3850680856177e-14,8.4280659798215e-15,3.1918657933117e-15,2.3714016512052e-15,1.738927037457e-15,,0.01249,-0.13492,-0.14616,2.23009,33.5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.691446313,33.416299979,CXO,3.5372595595451175e-15,4.425038356221174e-15,1.0415707290915521e-14,2.23009,CXO,32,181174025627360768,80.6914520695272,33.4163375492355,-0.3563,0.1869,-1.9058,1.939,-0.654,0.173,-1.826,0.119,0.58,6.15,1.285,17.296228,0.0059,17.490982,0.183887,15.996249,0.068092,6424.86621,4267.18115,8657.84668,4107.09766,3113.49316,5162.88184,10033.0,3.451661557776104,32.0,0.106,
772,25 Ori,4.873,B1Vpe,81.18679166666666,1.8464444444444446,0,772.0,0.947,J052444.8+015046,1.8548156548899e-14,1.5969529216708e-14,5.3031642869187e-16,2.7546774484586e-15,0.0,,0.64335,-0.28607,-0.77701,,,0.417,J052444.8+015047,4.62933e-15,7.03903e-16,3.97981e-15,5.82897e-16,5.58503e-16,3.63251e-16,5.25817e-17,3.45779e-16,2.18482e-15,4.26225e-15,1.20521e-14,4.45899e-15,6.20886e-15,1.06343e-15,0.034176,0.101168,-0.73467,0.143966,-0.919258,0.340836,0.937899,0.275364,,,,,,,,,,,,,,,,,,,,,,,,,81.186701721,1.846197351,CXO,3.788321148575096e-15,7.195945548745236e-16,2.051622406748123e-14,2.0,CXO,33,3222282691086558464,81.1867807700693,1.8464449752855,2.9321,0.1219,24.05,1.133,1.047,0.126,0.433,0.084,0.823,1470.0,1.025,4.64114,0.003824,4.602082,0.006485,4.647058,0.010803,341.688354,329.783173,355.489716,339.141052,327.401764,352.51236,10022.0,-3.0660688834622167,33.0,0.948,
842,RX J0531.2-6609,14.4,B0.7Ve,82.80541666666666,-66.1181,0,842.0,,,,,,,,,,,,,,1.917,J053113.2-660707,3.16767e-14,1.51898e-15,7.817e-14,2.19873e-15,1.8432e-13,3.29833e-15,1.01131e-12,1.30852e-14,5.94328e-12,8.27102e-14,7.23709e-12,8.40589e-14,8.69895e-13,8.37675e-15,0.440264,0.0224362,0.403422,0.0138804,0.326711,0.00986684,0.173643,0.00919947,0.53,91389.0,0.0513,0.00199,-0.00199,0.208,0.353,0.00825,-0.000782,0.0136,0.00103,-0.00103,0.0285,0.00148,-0.00148,0.0,3.635e-12,3.64e-12,,,,6.361103969146714e-13,9.702289892334887e-13,2.02866061385184e-12,82.80524889,-66.11862806,XMM,8.21730608078769e-14,1.8432e-13,6.246921533646116e-12,2.0,XMM,93,4660356557816810240,82.8047039376966,-66.1185577158401,-0.0167,0.021,-0.7956,1.692,1.61,0.026,0.52,0.031,0.118,3.61,0.936,14.880051,0.002928,14.785302,0.003755,14.953678,0.005805,18970.3613,14874.1523,23680.6328,14409.8428,11682.8594,22328.7305,10022.0,-1.6050760116130771,93.0,0.812,
849,RX J0532.4-6535,,Be,83.10541666666666,-65.58579999999999,0,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,188271.0,0.0105,0.00317,-0.00317,0.095,-0.488,0.004,-0.00198,0.00499,0.00213,-0.00213,0.0015,0.00129,-0.00129,0.192,3.011e-13,7.05e-13,2.849,-1.0,-0.68466,1.146493010314875e-13,1.387193200325733e-13,4.77313789359392e-14,83.10682,-65.58615,XRT,1.146493010314875e-13,1.387193200325733e-13,4.77313789359392e-14,2.8489999771118164,XRT,137,4660769183871639296,83.1059754229551,-65.5856106291253,0.9814,0.4161,2.3585,1.335,0.852,0.574,-1.027,0.618,1.529,1.46,1.148,20.103907,0.025311,20.125443,0.073438,19.03479,0.041619,1172.04639,802.690674,1756.76355,6514.67139,5510.7251,7476.18408,10033.0,9.780718992262427,137.0,2.292,
855,RX J0535.0-6700,14.873,B0Ve,83.77458333333331,-67.0044,0,855.0,,,,,,,,,,,,,,1.933,J053505.5-670015,1.04824e-15,9.21611e-16,1.75265e-15,1.11276e-15,2.54901e-14,2.92062e-15,2.49355e-13,1.37849e-14,1.24992e-12,9.55361e-14,1.52788e-12,9.65809e-14,1.71901e-13,8.72711e-15,0.381938,0.457596,0.877734,0.0697816,0.566772,0.0431064,0.007367,0.0471283,1.83,156371.0,0.00447,0.00137,-0.00137,-0.228,0.718,0.000673,-0.000673,0.000414,0.000467,-0.000414,0.00324,0.00104,-0.00104,0.0516,2.109e-13,2.67e-13,,,,3.8636185232365725e-14,2.4289197882236432e-14,1.4797461688539784e-13,83.77322889,-67.00430889,XMM,2.0952628006683347e-15,2.54901e-14,1.3467153753646555e-12,2.0,XMM,94,4660245713290392448,83.7748899446001,-67.0043814863501,-0.0051,0.0206,-0.2499,1.705,1.609,0.032,0.565,0.026,0.078,1.66,0.954,14.782597,0.002962,14.740006,0.004405,14.810704,0.005538,17862.2148,14015.832,23775.5391,16686.9375,13370.6865,22178.0645,10022.0,-1.5196705380993887,94.0,2.375,
856,V1230 Ori,9.736,B8IVve,83.83629166666665,-5.362330555555555,0,856.0,0.366,J053520.7-052144,8.8108569144252e-13,5.5042316172649e-13,2.1958500437641e-13,1.1639846351661e-13,,,-0.0075,0.02873,0.03498,2.63861,58.3731,2.435,J053520.8-052144,3.57296e-15,6.73758e-16,9.95438e-14,3.07273e-15,4.91176e-13,7.78171e-15,7.43891e-13,1.87316e-14,1.29137e-12,8.53047e-14,2.66206e-12,8.7832e-14,9.86816e-13,1.35639e-14,0.926967,0.0133803,0.573668,0.0115877,-0.307582,0.013063,-0.322026,0.0297954,,,,,,,,,,,,,,,,,,,,,,,,,83.836386478,-5.362292948,CXO,2.0204462117553436e-13,3.169963836191361e-13,6.419046867829166e-13,2.63861,CXO,34,3017365643879095040,83.836335095964,-5.3623181489165,2.4554,0.031,79.1061,3.379,3.064,0.027,-1.425,0.023,0.22,70.0,1.975,9.46067,0.002836,9.694418,0.003521,8.97233,0.004121,403.382172,398.489655,408.80368,404.166901,399.226227,408.820282,10012.0,1.6658344995443546,34.0,0.176,
857,43 Ori,5.08,O9.5Vpe,83.84541666666665,-5.416061111111111,0,857.0,0.198,J053522.8-052457,6.9723676598791e-13,1.327735542495e-13,1.2270947676722e-13,4.4162008355795e-13,1.8839874335233e-13,,-0.36477,-0.81449,-0.6396,3.96529,24.6861,0.541,J053522.9-052458,7.60861e-14,1.82562e-15,5.82665e-13,4.9746e-15,2.73459e-13,4.10221e-15,8.11303e-14,4.94369e-15,5.16454e-15,6.2046e-15,1.02643e-12,1.2159e-14,1.09327e-12,9.24304e-15,0.775365,0.00511258,-0.399009,0.00709262,-0.803279,0.0104836,-0.915027,0.0399744,,,,,,,,,,,,,,,,,,,,,,,,,83.845378633,-5.416021151,CXO,1.3301181250426213e-12,2.0617034076939753e-13,1.3900951873476315e-13,3.96529,CXO,35,3017360936587007616,83.8454218340151,-5.41606462039,2.9728,0.2136,13.9202,2.63,1.089,0.169,2.394,0.137,1.433,4570.0,2.614,5.001814,0.003402,4.963159,0.002989,4.967601,0.004421,333.819092,315.059113,360.656494,332.793579,312.146271,356.570465,10022.0,-2.6543968575390293,35.0,0.209,
858,RX J0535.6-6651,13.8,BIIIe,83.920304,-66.864928,2,858.0,,,,,,,,,,,,,,1.328,J053540.7-665152,8.79233e-15,1.04523e-15,2.85656e-14,1.84961e-15,3.83344e-14,2.32087e-15,2.00369e-14,3.77932e-15,1.34093e-14,8.7756e-15,1.10306e-13,1.01098e-14,8.9212e-14,4.41772e-15,0.502748,0.0505263,0.052404,0.043841,-0.694108,0.0512301,-0.720505,0.165505,3.46,156595.0,0.00571,0.00148,-0.00148,-0.36,0.638,0.00138,-0.000802,0.000611,0.00052,-0.00052,0.00328,0.000999,-0.000999,1.67e-06,2.689e-13,3.40e-13,,,,7.469579308477024e-14,3.5150961451656585e-14,1.5905324546357317e-13,83.91975806,-66.86462806,XMM,2.794636027797293e-14,3.83344e-14,3.0042861908269897e-14,2.0,XMM,95,4660250867209857536,83.9203043936236,-66.8649283290667,0.3795,0.1657,2.2904,2.41,2.357,0.315,-0.502,0.711,0.714,3.65,1.328,17.837206,0.004064,14.920849,0.012369,15.112557,0.006445,2569.38208,1815.83337,3536.65771,2513.86963,1967.62915,3944.60449,10022.0,2.871705545820209,95.0,1.357,
892,V725 Tau,9.19,O9.7IIe,84.72737499999998,26.315786111111112,0,892.0,0.259,J053854.5+261856,3.145458074483e-12,2.9003733465433e-12,2.3148970604343e-13,6.5225263551633e-14,6.9206381933871e-14,,0.58339,0.77327,0.34603,0.561029,32.637,0.295,J053854.5+261857,4.69067e-14,1.18685e-15,3.5682e-13,3.19819e-15,2.32523e-12,8.53913e-15,8.43564e-12,2.74901e-14,1.61485e-11,7.62406e-14,2.72642e-11,8.17474e-14,7.7378e-12,1.91955e-14,0.755544,0.00559342,0.705999,0.00243762,0.120172,0.00241588,-0.345815,0.00251543,0.71,65552.0,1.33,0.00855,-0.00855,0.6,0.45,0.0758,-0.00276,0.303,0.00375,-0.00375,0.8,0.00598,-0.00598,0.0,9.635e-11,1.18e-10,0.4891,0.021002,-0.020675,6.197953216374269e-12,2.4791812865497077e-11,6.536023391812865e-11,84.72741721,26.31572487,CXO,5.765991545143657e-14,2.806960838387323e-13,5.229658482681002e-12,0.561029,CXO,36,3441207615229815040,84.7273953836079,26.3157880444,0.5245,0.0233,22.5602,2.939,-0.59,0.031,-2.88,0.016,0.123,25.2,1.285,8.601999,0.002923,8.987547,0.003169,8.010448,0.005722,1793.03674,1721.05737,1869.33618,1765.41187,1706.14099,1831.27576,10033.0,-2.2803989425565696,36.0,0.198,
914,AX J0544.1-7100,15.235,Be,86.02158333333333,-71.0140611111111,0,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,154946.0,0.00452,0.0012,-0.0012,0.906,-0.07,0.0,0.0,0.00254,0.000847,-0.000847,0.00217,0.000826,-0.000826,0.807,1.745e-13,4.25e-12,3.604,1.1559,-0.53311,4.485840545113454e-15,9.09575753083643e-14,7.905658414652224e-14,86.02168,-71.01444,XRT,4.485840545113454e-15,9.09575753083643e-14,7.905658414652224e-14,3.6040000915527344,XRT,138,4657045928301192320,86.0216814655793,-71.0141061138769,0.0382,0.0245,1.5578,2.126,1.979,0.03,0.776,0.031,0.0,0.0,0.932,15.307679,0.007674,15.332313,0.016615,15.240456,0.033127,10636.3711,8598.00684,13006.1172,7028.52051,6503.26221,7997.27979,10022.0,0.19834559331824408,138.0,1.215,
926,V1167 Tau,8.48,B1Vnne,88.37958333333331,25.74224166666667,0,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,188632.0,0.0123,0.00339,-0.00339,-0.294,0.597,0.00329,-0.00175,0.0016,0.00125,-0.00125,0.00748,0.00261,-0.00261,0.149,6.638e-13,9.47e-13,,,,1.7903438025282882e-13,9.768027237905499e-14,3.870853473681162e-13,88.37839,25.74293,XRT,1.7903438025282882e-13,9.768027237905499e-14,3.870853473681162e-13,2.0,XRT,139,3428356218382680960,88.3795921578006,25.7422435434544,0.8878,0.033,26.8662,3.744,-0.813,0.04,-3.655,0.026,0.166,34.3,1.204,8.266228,0.003038,8.384643,0.004857,7.979243,0.00574,1081.59998,1042.21265,1119.92969,1089.23914,1041.19019,1139.198,10033.0,-1.7856903528348376,139.0,4.636,
942,HD 42054,5.843,B4IVe,91.76529166666664,-34.31202222222222,0,942.0,,,,,,,,,,,,,,0.014,J060703.6-341843,2.40115e-13,6.70937e-15,5.60311e-13,8.98255e-15,7.22985e-13,1.00088e-14,8.31682e-13,1.76073e-14,1.1673e-12,4.30551e-14,3.51692e-12,4.90625e-14,2.24926e-12,2.11381e-14,0.500913,0.0120728,0.142491,0.0103151,-0.385589,0.0107611,-0.482063,0.0163196,,,,,,,,,,,,,,,,,,,,,,,,,91.76529389,-34.31201889,XMM,5.987749688448145e-13,7.22985e-13,1.79557439060692e-12,2.0,XMM,96,2886603749632817792,91.7652895309258,-34.3120221773473,3.4337,0.055,62.4796,2.019,2.009,0.048,-0.203,0.052,0.463,321.0,1.167,5.763813,0.002928,5.708571,0.003475,5.801549,0.005652,290.069092,286.009949,295.045868,290.951111,286.000305,296.172119,10022.0,-1.6039362774333972,96.0,0.024,
972,PZ Gem,6.64,O9pe,96.81575,14.889227777777778,0,972.0,,,,,,,,,,,,,,0.35,J062715.8+145321,6.52232e-15,5.90194e-16,2.71695e-14,9.91741e-16,4.28366e-14,1.22899e-15,7.47969e-14,2.683e-15,1.07639e-13,6.79005e-15,2.49337e-13,7.60843e-15,1.43852e-13,2.69418e-15,0.710483,0.0229772,0.507459,0.0143214,-0.067042,0.0142195,-0.355512,0.0165075,,,,,,,,,,,,,,,,,,,,,,,,,96.81583889,14.88927306,XMM,2.52038520373215e-14,4.28366e-14,1.638720258448175e-13,2.0,XMM,97,3356755643227139584,96.8157433615104,14.8892258085966,1.1281,0.0368,30.6501,0.884,-0.715,0.041,-0.519,0.032,0.268,81.9,1.297,6.552404,0.013259,6.675784,0.032446,6.314524,0.041584,864.045959,837.16803,892.932007,855.646912,832.862732,884.268982,10033.0,-3.0069002170776287,97.0,0.387,
983,HD 45995,6.14,B2Vnne,97.78983333333332,11.251377777777778,0,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,194333.0,0.00937,0.0037,-0.0037,-0.286,-0.025,0.00478,-0.00259,0.00237,0.00184,-0.00184,0.0022,0.0019,-0.0019,0.586,5.017e-13,7.12e-13,,,,2.4081563461573473e-13,1.3370323725943595e-13,1.2718112812482932e-13,97.78899,11.25217,XRT,2.4081563461573473e-13,1.3370323725943595e-13,1.2718112812482932e-13,2.0,XRT,140,3328013928239036032,97.7898422266138,11.251375897772,1.4952,0.0658,22.7382,3.516,2.644,0.066,-2.318,0.054,0.363,141.0,1.271,6.058697,0.005297,6.021348,0.01102,6.064297,0.031137,658.431335,630.407349,686.770752,655.082886,635.724487,679.299683,10011.0,-3.071204454685752,140.0,4.207,
985,Cl* NGC 2244 PS 26,11.41,B7Ve,97.87395833333332,4.9137361111111115,0,985.0,0.78,J063129.7+045449,4.326280521583e-15,2.0800238499891e-15,7.3909284947018e-16,1.4575283692503e-15,0.0,,0.10119,-0.37102,-0.44597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.873770138,4.913627802,CXO,2.0044399568336858e-15,1.0028865055856244e-15,2.6722287672346495e-15,2.0,CXO,37,3131376718971741952,97.8740061815731,4.9136508820055,0.6626,0.0177,37.4369,2.091,-2.091,0.017,0.037,0.015,0.086,8.51,1.094,12.281327,0.003232,12.460751,0.004945,11.9376,0.006815,1436.35986,1403.54358,1475.99744,1424.07202,1392.07227,1461.02356,10033.0,1.6744347000748636,37.0,0.817,
986,mu Pic,5.707,B9Ve,97.99295833333332,-58.75383611111111,0,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,78050.0,0.00093,0.000333,-0.000333,-0.914,0.263,0.00102,-0.000287,0.0,9.03e-05,0.0,2.19e-05,0.00013,-2.19e-05,0.335,4.054e-14,4.55e-14,,,,3.6134085243564777e-14,1.6235795877463797e-15,2.7823351686888436e-15,97.9941,-58.75446,XRT,3.6134085243564777e-14,1.6235795877463797e-15,2.7823351686888436e-15,2.0,XRT,141,5482771807727582080,97.992958796031,-58.7538364916651,5.3553,0.0358,149.4887,2.092,-1.302,0.054,1.637,0.085,0.271,69.3,0.581,5.712812,0.00285,5.676392,0.003439,5.732542,0.005214,186.293396,184.959564,187.527328,186.280609,185.155472,187.456192,10022.0,-0.6745952983246415,141.0,3.128,
987,Cl* NGC 2244 JOHN 33,12.006,B6Vne,98.06449999999998,4.922280555555556,0,987.0,0.623,J063215.4+045520,6.7438660967788e-15,3.7943451005725e-15,1.5842343514964e-15,1.3185793271516e-15,,,-0.01374,-0.23235,-0.21611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.064556095,4.922444249,CXO,1.8133527589291545e-15,2.1496720661549785e-15,4.874635514693169e-15,2.0,CXO,38,3131335036310165632,98.0645118854519,4.9223311861422,0.6008,0.0226,26.6329,1.742,-1.731,0.021,0.193,0.02,0.127,18.3,1.169,11.884101,0.002774,12.065364,0.00299,11.553444,0.003867,1528.08008,1481.98999,1579.31177,1532.3396,1485.5177,1573.26001,10033.0,1.144633428439061,38.0,0.445,
990,HD 259440,9.12,B0pe,98.24687499999999,5.8003277777777775,0,990.0,,,,,,,,,,,,,,0.13,J063259.2+054801,1.2294e-15,2.82741e-16,1.49886e-14,8.29002e-16,5.88913e-14,1.65787e-15,1.38992e-13,4.32069e-15,3.4292e-13,1.41221e-14,5.56953e-13,1.49105e-14,1.72723e-13,3.38948e-15,0.863132,0.0307035,0.570992,0.0209436,-0.089165,0.020787,-0.250135,0.0240828,0.35,675.0,0.0304,0.000223,-0.000223,0.575,0.098,0.00318,-7.42e-05,0.0121,0.00014,-0.00014,0.0148,0.000156,-0.000156,0.0,1.676e-12,2.09e-12,1.447,0.02173,-0.02165,1.818372366168084e-13,6.738674062858194e-13,8.202953570973722e-13,98.24690111,5.80035306,XMM,1.3377666854818753e-14,5.88913e-14,4.084009556265083e-13,1.4470000267028809,XMM,98,3131822364779745536,98.2469025322402,5.8003224305722,0.5404,0.0226,23.8751,0.429,-0.026,0.02,-0.428,0.016,0.102,10.6,1.095,8.879788,0.002817,9.236007,0.003334,8.30983,0.003996,1772.59619,1685.99353,1865.72314,1745.96021,1699.03247,1814.52148,10033.0,-2.0070420575060943,98.0,0.117,
1001,15 Mon,4.64,B1Ve,100.24441666666665,9.895755555555555,0,1001.0,0.321,J064058.6+095345,1.2951748522001e-12,2.3111179863779e-14,7.5413958016322e-14,1.1862939537274e-12,1.218245616015e-12,,-0.72705,-0.97689,-0.86196,6.25489,26.1717,0.759,J064058.6+095345,8.72389e-13,7.24382e-15,1.54822e-12,8.71141e-15,4.18527e-13,4.80365e-15,1.36345e-13,5.59213e-15,7.34163e-15,5.85855e-15,2.99485e-12,1.53393e-14,2.02391e-12,1.2449e-14,0.37977,0.00428912,-0.590142,0.00417884,-0.776943,0.00836989,-0.984477,0.0175248,1.96,99400.0,0.0315,0.00416,-0.00416,-0.914,-0.684,0.0253,-0.00305,0.00066,0.000782,-0.00066,0.0,0.000331,0.0,0.0,1.747e-12,2.44e-12,,,,1.6584967824937499e-12,7.451970914026254e-14,1.3983508365987507e-14,100.244447233,9.895839415,CXO,1.0620346683287153e-11,1.7516676382137584e-13,2.3198981185181335e-14,6.25489,CXO,39,3326740865570982400,100.2444125728446,9.8957677825089,-1.3292,1.0003,-1.3288,6.509,0.903,1.139,-6.446,1.063,5.228,37400.0,5.06,4.543516,0.005539,4.513306,0.003104,4.873792,0.003986,3974.51758,2162.58057,6336.07715,4215.17432,2387.38159,5894.33203,10022.0,-8.483116111429657,39.0,0.377,
