Be_star,Type,RA,DEC,Xcat,Xidentifier,Gamma,e_Gamma,E_Gamma,Fb,e_Fb,E_Fb,Fs,e_Fs,E_Fs,Fm,e_Fm,E_Fm,Fh,e_Fh,E_Fh,HRms,e_HRms,E_HRms,HRhm,e_HRhm,E_HRhm,DR3Name,Plx,RPlx,PM,e_PM,epsi,sepsi,RUWE,G,e_G,BP,e_BP,RP,e_RP,Teff,Gflux,e_Gflux,E_Gflux,dist,e_dist,E_dist,J,e_J,H,e_H,K,e_K,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Vsini,Vtran,e_Vtran,E_Vtran,LX,e_LX,E_LX,fX2O,e_fX2O,E_fX2O,match_flag,Class,ref,G-BP,G-RP,G-J,G-K,BP-RP,J-H,J-K,H-K,W1-W2,W1-W3,W2-W3,W1-W4
15 Mon,B1Ve,100.24441665,9.89573913,CXO,J064058.6+095345,6.3,0.1,0.1,1.28e-12,2e-14,2e-14,1.19e-12,2e-14,2e-14,7.5e-14,3e-15,3e-15,2.3e-14,3e-15,3e-15,-0.88,0.02,0.02,-0.53,0.05,0.05,Gaia DR3 3326740865570982400,-1.3292,-1.33,7.0,1.0,5.228,37360.0,5.06,4.544,0.006,4.513,0.003,4.874,0.004,26004.0,1.543e-07,8e-10,8e-10,,,,5.2,0.02,5.32,0.02,5.34,0.02,5.4,0.1,5.22,0.06,5.56,0.02,5.3,0.2,70.0,,,,,,,8.3e-06,1e-07,1e-07,0,star,,0.030999999999999694,-0.33000000000000007,-0.6560000000000006,-0.7960000000000003,-0.36099999999999977,-0.1200000000000001,-0.13999999999999968,-0.019999999999999574,0.1800000000000006,-0.15999999999999925,-0.33999999999999986,0.10000000000000053
19 Mon,B1Ve,105.72822064,-4.23922204,XMM,J070254.7-041422,,,,3.2e-14,5e-15,5e-15,2.6e-14,3e-15,3e-15,2.8e-15,9e-16,9e-16,2e-15,4e-15,4e-15,-0.8,0.1,0.1,-0.1,0.7,0.7,Gaia DR3 3101768554465447936,2.6167,17.12,4.6,0.1,0.783,705.7,1.221,4.924,0.004,4.826,0.008,5.09,0.01,18361.0,1.087e-07,4e-10,4e-10,377.0,19.0,19.0,5.39,0.03,5.48,0.03,5.5,0.02,5.7,0.1,5.45,0.05,5.64,0.01,5.61,0.04,270.0,8.3,0.5,0.5,5.3725955e+29,9.8756895e+28,9.828383e+28,2.9e-07,4e-08,4e-08,0,star,,0.09800000000000075,-0.16599999999999948,-0.4659999999999993,-0.5759999999999996,-0.26400000000000023,-0.09000000000000075,-0.11000000000000032,-0.019999999999999574,0.25,0.0600000000000005,-0.1899999999999995,0.08999999999999986
HD 57682,O9Ve,110.50860433,-8.97932105,XMM,J072202.0-085845,,,,5.1e-13,1e-14,1e-14,3.32e-13,9e-15,9e-15,1.28e-13,4e-15,4e-15,5e-14,7e-15,7e-15,-0.44,0.02,0.02,-0.43,0.05,0.05,Gaia DR3 3047763601330845312,0.8968,12.13,16.32,0.06,0.516,427.2,1.14,6.375,0.003,6.264,0.003,6.542,0.004,19936.0,2.856e-08,7e-11,7e-11,1111.0,95.0,98.0,6.81,0.03,6.97,0.06,6.94,0.02,6.94,0.04,7.01,0.02,6.94,0.01,5.27,0.06,,86.0,7.0,8.0,7.537951e+31,1.298471e+31,1.3405054e+31,1.79e-05,4e-07,4e-07,0,star,,0.11099999999999977,-0.16699999999999982,-0.4349999999999996,-0.5650000000000004,-0.2779999999999996,-0.16000000000000014,-0.13000000000000078,0.02999999999999936,-0.0699999999999994,0.0,0.0699999999999994,1.6700000000000008
BN Gem,O8Vpev,114.27388058,16.90424175,XMM,J073705.7+165415,,,,5.3e-14,6e-15,6e-15,3e-14,3e-15,3e-15,8e-15,1e-15,1e-15,1.5e-14,5e-15,5e-15,-0.57,0.09,0.09,0.3,0.2,0.2,Gaia DR3 3169064679035264896,0.5227,9.54,2.16,0.06,0.386,123.5,0.966,6.694,0.005,6.619,0.01,6.75,0.02,37034.0,2.129e-08,9e-11,9e-11,1729.0,123.0,207.0,7.04,0.03,7.07,0.03,6.97,0.02,6.92,0.05,6.78,0.02,6.22,0.01,5.57,0.04,362.0,18.0,1.0,2.0,1.9039063e+31,3.3820126e+30,4.980601e+30,2.5e-06,3e-07,3e-07,0,star,,0.07500000000000018,-0.05600000000000005,-0.3460000000000001,-0.2759999999999998,-0.13100000000000023,-0.03000000000000025,0.07000000000000028,0.10000000000000053,0.13999999999999968,0.7000000000000002,0.5600000000000005,1.3499999999999996
V392 Pup,B7Ve,116.54383339,-37.93360254,XMM,J074610.5-375601,,,,3.9e-14,2e-15,2e-15,3.5e-14,1e-15,1e-15,4.1e-15,4e-16,4e-16,0.0,1e-15,1e-15,-0.79,0.04,0.04,-0.9,0.4,0.4,Gaia DR3 5538805188030100736,5.0296,52.99,24.6,0.1,0.837,884.0,1.745,5.847,0.003,5.787,0.003,5.922,0.004,,4.64e-08,1e-10,1e-10,199.0,4.0,4.0,6.03,0.02,6.1,0.04,6.11,0.02,6.1,0.1,6.03,0.04,6.2,0.01,6.11,0.05,,23.2,0.5,0.4,1.8649264e+29,1.1140308e+28,1.065275e+28,8.5e-07,4e-08,4e-08,0,star,,0.0600000000000005,-0.07499999999999929,-0.18299999999999983,-0.2629999999999999,-0.1349999999999998,-0.0699999999999994,-0.08000000000000007,-0.010000000000000675,0.0699999999999994,-0.10000000000000053,-0.16999999999999993,-0.010000000000000675
CD-29 5159,B0Ve,118.92702181,-29.56485836,XRT,48196,1.2,0.1,0.2,3.63e-12,5e-14,5e-14,5.2e-13,1e-14,1e-14,5.2e-13,1e-14,1e-14,2.59e-12,5e-14,5e-14,-0.01,0.01,0.01,0.67,0.02,0.02,Gaia DR3 5597252305589385984,0.2854,20.52,3.92,0.01,0.107,20.37,1.093,9.939,0.003,10.271,0.003,9.411,0.004,37141.0,1.072e-09,3e-12,3e-12,3357.0,154.0,160.0,9.69,0.02,9.52,0.02,9.31,0.02,8.6,0.02,8.41,0.02,8.05,0.02,7.3,0.1,,62.0,3.0,3.0,4.895048e+33,4.559569e+32,4.7074144e+32,0.00339,5e-05,5e-05,0,HMXB,6,-0.33200000000000074,0.5280000000000005,0.24900000000000055,0.6289999999999996,0.8600000000000012,0.16999999999999993,0.379999999999999,0.20999999999999908,0.1899999999999995,0.5499999999999989,0.35999999999999943,1.2999999999999998
V374 Car,B2IVnpe,119.71058644,-60.82441135,XMM,J075850.5-604928,,,,1.36e-13,3e-15,3e-15,3.28e-14,8e-16,8e-16,2.86e-14,6e-16,6e-16,7.4e-14,3e-15,3e-15,-0.07,0.02,0.02,0.44,0.03,0.03,Gaia DR3 5290767631226220032,2.4707,46.78,12.15,0.07,0.5,302.6,1.221,5.805,0.003,5.747,0.004,5.848,0.005,17466.0,4.83e-08,1e-10,1e-10,406.0,9.0,8.0,5.56,0.02,5.49,0.02,5.36,0.02,5.7,0.2,5.39,0.06,4.78,0.01,3.85,0.02,200.0,23.4,0.6,0.5,2.6748687e+30,1.3822639e+29,1.2896028e+29,2.81e-06,7e-08,7e-08,0,star,,0.05799999999999983,-0.04300000000000015,0.2450000000000001,0.4449999999999994,-0.10099999999999998,0.0699999999999994,0.1999999999999993,0.1299999999999999,0.3100000000000005,0.9199999999999999,0.6099999999999994,1.85
QR Vel,B2Vne,140.49338974,-51.17648751,XRT,183048,,,,2.9e-13,7e-14,7e-14,7e-14,3e-14,3e-14,5e-14,2e-14,2e-14,1.7e-13,6e-14,6e-14,-0.2,0.3,0.3,0.5,0.3,0.3,Gaia DR3 5313354692457511424,0.4966,26.64,5.41,0.02,0.153,24.22,0.863,10.047,0.004,10.233,0.007,9.69,0.01,17390.0,9.7e-10,4e-12,4e-12,1944.0,76.0,65.0,9.05,0.03,8.86,0.05,8.61,0.02,8.47,0.02,8.19,0.02,7.34,0.02,6.52,0.08,,50.0,2.0,2.0,1.3142896e+32,3.2323591e+31,3.1854908e+31,0.0003,7e-05,7e-05,0,star,,-0.18599999999999994,0.3570000000000011,0.9969999999999999,1.4370000000000012,0.543000000000001,0.19000000000000128,0.4400000000000013,0.25,0.28000000000000114,1.1300000000000008,0.8499999999999996,1.950000000000001
I Hya,B5Ve,145.32072073,-23.59150033,XMM,J094116.9-233529,,,,5e-13,1e-14,1e-14,1.96e-13,5e-15,5e-15,1.36e-13,3e-15,3e-15,1.66e-13,9e-15,9e-15,-0.18,0.02,0.02,0.1,0.03,0.03,Gaia DR3 5663583299457858816,5.9358,29.99,29.2,0.2,1.242,1844.0,1.049,4.648,0.003,4.618,0.003,4.678,0.008,,1.401e-07,4e-10,4e-10,169.0,5.0,6.0,4.76,0.04,4.74,0.08,4.54,0.02,4.4,0.3,3.9,0.3,3.64,0.01,2.9,0.02,260.0,23.3,0.7,0.8,1.6936401e+30,9.987274e+28,1.1657339e+29,3.56e-06,8e-08,8e-08,0,star,,0.02999999999999936,-0.03000000000000025,-0.1120000000000001,0.10799999999999965,-0.05999999999999961,0.019999999999999574,0.21999999999999975,0.20000000000000018,0.5000000000000004,0.7600000000000002,0.2599999999999998,1.5000000000000004
QY Car,B2IVnpe,152.9434874,-58.0605148,XMM,J101146.5-580339,,,,9e-15,5e-15,5e-15,6e-15,1e-15,1e-15,9e-16,4e-16,4e-16,2e-15,4e-15,4e-15,-0.7,0.2,0.2,0.4,1.6,1.6,Gaia DR3 5258611382897321088,1.816,37.18,13.01,0.06,0.418,207.1,0.836,5.624,0.003,5.601,0.006,5.59,0.007,,5.7e-08,2e-10,2e-10,550.0,16.0,14.0,5.61,0.02,5.57,0.04,5.35,0.02,4.9,0.2,4.52,0.09,3.95,0.01,3.03,0.02,237.0,33.9,1.0,0.9,3.2467203e+29,1.7061274e+29,1.7028404e+29,1.6e-07,8e-08,8e-08,0,star,,0.022999999999999687,0.03399999999999981,0.013999999999999346,0.274,0.01100000000000012,0.040000000000000036,0.2600000000000007,0.22000000000000064,0.3800000000000008,0.9500000000000002,0.5699999999999994,1.8700000000000006
HD 90563,B2Ve,156.46852195,-58.78529983,XMM,J102552.5-584706,,,,1.2e-13,3e-14,3e-14,2e-16,9e-16,9e-16,8e-15,2e-15,2e-15,1.1e-13,3e-14,3e-14,1.0,0.4,0.4,0.9,0.3,0.3,Gaia DR3 5255562334073817472,0.3977,30.75,7.85,0.01,0.099,11.86,0.949,9.98,0.003,10.258,0.003,9.497,0.004,,1.032e-09,3e-12,3e-12,2459.0,93.0,92.0,8.83,0.03,8.57,0.03,8.19,0.02,7.64,0.03,7.31,0.02,6.4,0.02,5.52,0.04,,92.0,3.0,3.0,8.516371e+31,2.1239963e+31,2.1218798e+31,0.00011,3e-05,3e-05,0,GCA,4,-0.2779999999999987,0.48300000000000054,1.1500000000000004,1.790000000000001,0.7609999999999992,0.2599999999999998,0.6400000000000006,0.3800000000000008,0.33000000000000007,1.2399999999999993,0.9099999999999993,2.12
HD 303296,B1Ve,160.6042521,-59.15679214,CXO,J104224.9-590924,,,,2.6e-15,8e-16,1.2e-15,2.1e-15,8e-16,7e-16,5e-16,3e-16,3e-16,1e-20,1e-20,8.8366e-16,-0.6,0.4,0.4,-1.0,1.9,1.9,Gaia DR3 5350408058194591872,0.5331,15.07,7.98,0.04,0.344,130.1,1.504,9.56,0.003,9.569,0.003,9.474,0.004,18754.0,1.52e-09,4e-12,4e-12,1912.0,138.0,135.0,9.41,0.02,9.44,0.02,9.49,0.03,9.51,0.03,9.61,0.02,8.96,,3.75,0.05,,72.0,5.0,5.0,1.14760744e+30,3.99528e+29,5.4236447e+29,1.7e-06,5e-07,8e-07,0,star,,-0.009000000000000341,0.0860000000000003,0.15000000000000036,0.07000000000000028,0.09500000000000064,-0.02999999999999936,-0.08000000000000007,-0.05000000000000071,-0.09999999999999964,0.5499999999999989,0.6499999999999986,5.76
HD 93190,O9.5e,161.08165574,-59.28298913,CXO,J104419.6-591658,,,,1.9e-14,3e-15,3e-15,4.5e-15,9e-16,9e-16,4.1e-15,7e-16,7e-16,1e-14,3e-15,3e-15,-0.0,0.1,0.1,0.4,0.2,0.2,Gaia DR3 5350396620729366656,0.4141,23.17,6.92,0.02,0.141,17.87,1.073,8.381,0.003,8.605,0.003,7.96,0.004,,4.5e-09,1e-11,1e-11,2396.0,111.0,136.0,7.54,0.02,7.36,0.04,7.04,0.02,6.59,0.07,6.22,0.03,5.63,0.02,4.71,,,79.0,4.0,4.0,1.2942527e+31,2.2899175e+30,2.4354057e+30,4.2e-06,6e-07,6e-07,0,star,,-0.2240000000000002,0.42100000000000026,0.8410000000000002,1.3410000000000002,0.6450000000000005,0.17999999999999972,0.5,0.3200000000000003,0.3700000000000001,0.96,0.5899999999999999,1.88
Cl* Trumpler 16 MJ 632,B1Ve,161.47374583,-59.95105371,CXO,J104553.6-595703,,,,8e-15,3e-15,3e-15,2.1e-15,8e-16,8e-16,1.4e-15,8e-16,8e-16,5e-15,2e-15,2e-15,-0.2,0.3,0.3,0.5,0.5,0.5,Gaia DR3 5350304227386859776,0.3992,27.62,7.02,0.02,0.094,8.662,0.751,11.148,0.003,11.373,0.003,10.688,0.004,,3.521e-10,9e-13,9e-13,2344.0,90.0,91.0,9.93,0.03,9.66,0.03,9.44,0.03,,,,,,,,,,78.0,3.0,3.0,5.49796e+30,1.7925819e+30,1.7802063e+30,2.4e-05,8e-06,7e-06,1,YSO,1,-0.22499999999999964,0.4599999999999991,1.218,1.7080000000000002,0.6849999999999987,0.2699999999999996,0.4900000000000002,0.22000000000000064,,,,
HD 305560,Oe,161.61852102,-60.56409666,XRT,175558,,,,3.57e-10,4e-12,4e-12,8.9e-11,2e-12,2e-12,6.4e-11,1e-12,1e-12,2.05e-10,4e-12,4e-12,-0.16,0.01,0.01,0.53,0.02,0.02,Gaia DR3 5254194988310454528,0.1706,13.39,5.48,0.01,0.088,8.11,0.937,9.602,0.003,9.825,0.003,9.184,0.004,,1.462e-09,4e-12,4e-12,5570.0,478.0,414.0,8.67,0.02,8.51,0.03,8.42,0.02,8.28,0.02,8.23,0.02,8.13,0.03,9.32,,,145.0,12.0,11.0,1.3266428e+36,2.2847148e+35,1.976599e+35,0.244,0.003,0.003,0,star,,-0.22299999999999898,0.41800000000000104,0.9320000000000004,1.1820000000000004,0.641,0.16000000000000014,0.25,0.08999999999999986,0.049999999999998934,0.14999999999999858,0.09999999999999964,-1.040000000000001
HD 93843,O6IIIe,162.15732809,-60.22374714,CXO,J104837.7-601325,7.1,0.8,0.9,1.15e-13,6e-15,6e-15,8.8e-14,5e-15,5e-15,1.8e-14,2e-15,2e-15,9e-15,2e-15,2e-15,-0.66,0.06,0.06,-0.4,0.1,0.1,Gaia DR3 5338275673288599936,0.4157,15.76,6.22,0.03,0.265,54.37,0.876,7.274,0.003,7.249,0.003,7.244,0.004,,1.247e-08,3e-11,3e-11,2366.0,144.0,186.0,7.23,0.03,7.27,0.05,7.23,0.03,7.16,0.04,7.24,0.02,6.99,0.03,5.7,0.2,,70.0,4.0,5.0,7.6907557e+31,1.0197507e+31,1.271587e+31,9.2e-06,5e-07,5e-07,0,star,,0.025000000000000355,0.03000000000000025,0.043999999999999595,0.043999999999999595,0.004999999999999893,-0.03999999999999915,0.0,0.03999999999999915,-0.08000000000000007,0.16999999999999993,0.25,1.46
HD 305891,B3Ve,165.62489468,-60.81551723,XMM,J110230.0-604854,,,,2.5e-14,3e-15,3e-15,8e-15,1e-15,1e-15,9e-15,1e-15,1e-15,8e-15,3e-15,3e-15,0.06,0.1,0.1,-0.1,0.2,0.2,Gaia DR3 5338052502434618112,0.4127,23.61,6.34,0.02,0.144,20.18,0.824,10.208,0.003,10.12,0.01,10.02,0.01,19102.0,8.36e-10,2e-12,2e-12,2378.0,106.0,103.0,9.91,0.03,9.87,0.04,9.86,0.03,9.69,0.02,9.78,0.02,9.4,0.3,6.8,0.2,,72.0,3.0,3.0,1.7249088e+31,2.75438e+30,2.7239248e+30,3e-05,4e-06,4e-06,1,star,,0.08800000000000097,0.1880000000000006,0.29800000000000004,0.34800000000000075,0.09999999999999964,0.040000000000000924,0.05000000000000071,0.009999999999999787,-0.08999999999999986,0.28999999999999915,0.379999999999999,2.8899999999999997
2E 1118.7-6138,O9.5IVe,170.23817252,-61.91670671,CXO,J112057.1-615500,1.5,0.07,0.07,2.96e-12,6e-14,6e-14,4.6e-14,3e-15,3e-15,3.1e-13,1e-14,1e-14,2.61e-12,6e-14,6e-14,0.74,0.04,0.04,0.79,0.03,0.03,Gaia DR3 5336957010898124160,0.3293,28.72,5.59,0.01,0.07,6.38,0.882,11.589,0.003,12.271,0.003,10.76,0.004,28987.0,2.344e-10,6e-13,6e-13,2900.0,76.0,86.0,9.56,0.02,9.07,0.02,8.59,0.02,8.04,0.02,7.66,0.02,6.8,0.02,6.03,0.05,,77.0,2.0,2.0,2.9766974e+33,1.6898516e+32,1.8833573e+32,0.0126,0.0003,0.0003,0,HMXB,3,-0.6820000000000004,0.8290000000000006,2.029,2.9990000000000006,1.511000000000001,0.4900000000000002,0.9700000000000006,0.4800000000000004,0.379999999999999,1.2399999999999993,0.8600000000000003,2.009999999999999
HD 99146,B3Ve,170.97065168,-59.30480384,CXO,J112352.9-591817,,,,3.5e-15,6e-16,9e-16,3.5e-15,6e-16,6e-16,1e-20,1e-20,1.0067e-16,1e-20,1e-20,6.5724e-16,-1.0,0.2,0.2,,,,Gaia DR3 5339172153213672576,-1.6586,-2.15,6.0,0.7,7.294,30010.0,37.98,8.043,0.004,8.151,0.003,7.719,0.006,37544.0,6.15e-09,2e-11,2e-11,,,,7.4,0.02,7.31,0.05,7.03,0.03,6.56,0.07,6.26,0.03,5.854,0.009,5.39,0.03,,,,,,,,5.8e-07,9e-08,1.4e-07,0,star,,-0.10800000000000054,0.32399999999999896,0.6429999999999989,1.012999999999999,0.4319999999999995,0.09000000000000075,0.3700000000000001,0.27999999999999936,0.2999999999999998,0.7059999999999995,0.4059999999999997,1.17
HD 100199,B0.5IIIne,172.77874086,-62.94691902,CXO,J113106.9-625648,0.1,0.2,0.2,2.7e-12,1e-13,1e-13,1.3e-14,5e-15,5e-15,1.4e-13,1e-14,1e-14,2.6e-12,1e-13,1e-13,0.8,0.1,0.1,0.9,0.07,0.07,Gaia DR3 5333660129603575808,0.5732,12.27,6.25,0.05,0.468,135.9,1.505,8.127,0.003,8.114,0.004,8.075,0.005,29917.0,5.69e-09,2e-11,2e-11,1731.0,112.0,139.0,8.05,0.02,8.07,0.03,8.01,0.03,8.06,0.02,8.01,0.02,7.62,0.04,7.0,0.1,,51.0,3.0,4.0,9.7397184e+32,1.3497056e+32,1.6397204e+32,0.00048,2e-05,2e-05,0,HMXB,1,0.0129999999999999,0.05200000000000138,0.07699999999999996,0.11700000000000088,0.03900000000000148,-0.019999999999999574,0.040000000000000924,0.0600000000000005,0.05000000000000071,0.4400000000000004,0.3899999999999997,1.0600000000000005
V870 Cen,B2Ve,174.58301532,-63.34347837,XMM,J113819.9-632031,,,,1e-14,2e-15,2e-15,4.3e-15,7e-16,7e-16,4.3e-15,5e-16,5e-16,2e-15,1e-15,1e-15,0.01,0.1,0.1,-0.4,0.2,0.2,Gaia DR3 5333580105769333120,0.4102,26.41,6.32,0.02,0.128,20.02,0.946,10.638,0.003,10.705,0.006,10.47,0.006,15167.0,5.63e-10,2e-12,2e-12,2369.0,82.0,111.0,10.26,0.04,10.23,0.04,10.22,0.04,10.1827,0.0007,10.201,0.002,,,,,,71.0,2.0,3.0,6.9305384e+30,1.125389e+30,1.20560256e+30,1.8e-05,3e-06,3e-06,1,star,,-0.06700000000000017,0.16799999999999926,0.3780000000000001,0.41799999999999926,0.23499999999999943,0.02999999999999936,0.03999999999999915,0.009999999999999787,-0.018299999999999983,,,
HD 308829,B5e,174.7414595,-63.47749414,XMM,J113858.4-632838,,,,1.9e-13,1e-14,1e-14,3.8e-14,2e-15,2e-15,5.1e-14,2e-15,2e-15,1e-13,1e-14,1e-14,0.14,0.03,0.03,0.32,0.08,0.08,Gaia DR3 5333574672615611776,0.3761,22.02,6.12,0.02,0.147,26.97,1.135,10.625,0.003,10.781,0.004,10.326,0.005,,5.7e-10,2e-12,2e-12,2562.0,86.0,129.0,9.88,0.02,9.73,0.03,9.68,0.03,,,,,,,,,,74.0,3.0,4.0,1.4818001e+32,1.3135279e+31,1.7182217e+31,0.00033,2e-05,2e-05,1,star,,-0.15600000000000058,0.2989999999999995,0.7449999999999992,0.9450000000000003,0.45500000000000007,0.15000000000000036,0.20000000000000107,0.05000000000000071,,,,
V801 Cen,B1Vne,177.00003002,-62.20691023,CXO,J114800.0-621224,0.83,0.02,0.02,8.59e-12,1e-13,9e-14,4.12e-13,9e-15,9e-15,8.6e-13,1e-14,1e-14,7.32e-12,1e-13,9e-14,0.35,0.01,0.01,0.79,0.02,0.01,Gaia DR3 5334823859608495104,0.4754,27.27,6.43,0.02,0.114,10.14,0.852,8.653,0.003,8.823,0.004,8.29,0.01,41348.0,3.5e-09,1e-11,1e-11,2063.0,87.0,81.0,8.68,0.03,8.58,0.06,8.4,0.03,8.32,0.02,8.17,0.02,7.78,0.02,6.98,0.09,,63.0,3.0,2.0,4.3764328e+33,3.7321498e+32,3.458556e+32,0.00245,3e-05,3e-05,0,HMXB,3,-0.16999999999999993,0.3630000000000013,-0.026999999999999247,0.2530000000000001,0.5330000000000013,0.09999999999999964,0.27999999999999936,0.17999999999999972,0.15000000000000036,0.54,0.3899999999999997,1.3399999999999999
V863 Cen,B6IIIe,182.02153097,-50.66132229,XMM,J120805.2-503940,,,,8.8e-14,5e-15,5e-15,6.7e-14,4e-15,4e-15,1.6e-14,2e-15,2e-15,5e-15,2e-15,2e-15,-0.61,0.06,0.06,-0.5,0.1,0.1,Gaia DR3 6126517517699891712,9.1857,47.77,34.6,0.1,1.426,4540.0,1.44,4.397,0.003,4.34,0.003,4.552,0.004,14108.0,1.765e-07,5e-10,5e-10,109.0,2.0,2.0,5.1,0.3,4.95,0.08,4.87,0.03,4.9,0.2,4.7,0.1,4.99,0.01,4.96,0.03,,17.9,0.4,0.3,1.2438454e+29,8.383529e+27,8.095676e+27,5e-07,3e-08,3e-08,0,star,,0.057000000000000384,-0.15499999999999936,-0.7029999999999994,-0.47299999999999986,-0.21199999999999974,0.14999999999999947,0.22999999999999954,0.08000000000000007,0.20000000000000018,-0.08999999999999986,-0.29000000000000004,-0.05999999999999961
del Cen,B2Vne,182.0893933,-50.72248107,XMM,J120821.5-504320,,,,8.8e-14,7e-15,7e-15,7.4e-14,5e-15,5e-15,1e-14,1e-15,1e-15,4e-15,4e-15,4e-15,-0.77,0.07,0.07,-0.4,0.3,0.3,Gaia DR3 6126469654585981952,5.7179,8.78,44.0,0.4,2.75,10100.0,3.221,2.508,0.006,2.88,0.03,2.63,0.01,,1.006e-06,6e-09,6e-09,187.0,20.0,25.0,2.8,0.3,2.8,0.2,2.7,0.2,0.47,,0.29,,1.023,0.006,0.33,0.01,260.0,39.0,4.0,5.0,3.696619e+29,8.366595e+28,1.0147009e+29,8.7e-08,7e-09,7e-09,0,star,,-0.3719999999999999,-0.12199999999999989,-0.2919999999999998,-0.19200000000000017,0.25,0.0,0.09999999999999964,0.09999999999999964,0.18,-0.5529999999999999,-0.7329999999999999,0.13999999999999996
BZ Cru,B0.5IVpe,190.70931703,-63.05864217,XMM,J124250.3-630330,,,,1.207e-11,2e-14,2e-14,9.8e-13,3e-15,3e-15,1.847e-12,4e-15,4e-15,9.24e-12,2e-14,2e-14,0.307,0.002,0.002,0.667,0.003,0.003,Gaia DR3 6055103928246312960,2.2826,29.83,13.37,0.07,0.663,549.3,1.09,5.137,0.003,5.318,0.004,4.794,0.006,35305.0,8.93e-08,2e-10,2e-10,439.0,15.0,15.0,4.7,0.2,4.3,0.2,4.0,0.3,3.5,0.3,2.9,0.3,2.27,0.01,1.54,0.01,400.0,27.8,1.0,1.0,2.785238e+32,1.9071315e+31,1.9118559e+31,0.0001351,5e-07,5e-07,0,GCA,2,-0.18100000000000005,0.34299999999999997,0.4369999999999994,1.1369999999999996,0.524,0.40000000000000036,0.7000000000000002,0.2999999999999998,0.6000000000000001,1.23,0.6299999999999999,1.96
V850 Cen,B2Vne,195.3211965,-61.60184481,XRT,26238,,,,8.87e-11,2e-13,2e-13,2.206e-11,8e-14,8e-14,1.582e-11,6e-14,6e-14,5.08e-11,2e-13,2e-13,-0.165,0.003,0.003,0.525,0.003,0.003,Gaia DR3 5863533199843070208,0.5395,38.32,4.35,0.01,0.089,10.3,1.017,12.648,0.003,13.952,0.005,11.519,0.005,,8.84e-11,2e-13,2e-13,1856.0,46.0,37.0,9.8,0.02,9.3,0.02,9.04,0.02,8.02,0.02,7.61,0.02,6.89,0.02,4.88,0.04,,38.2,0.9,0.8,3.655316e+34,1.7964949e+33,1.4452272e+33,1.002,0.004,0.004,0,HMXB,3,-1.3040000000000003,1.1289999999999996,2.847999999999999,3.6080000000000005,2.433,0.5,0.7600000000000016,0.26000000000000156,0.40999999999999925,1.13,0.7200000000000006,3.1399999999999997
CPD-63 2495,B2e,195.69848852,-63.83573123,CXO,J130247.6-635008,1.79,0.05,0.05,9.9e-13,2e-14,2e-14,1e-13,4e-15,4e-15,1.84e-13,5e-15,5e-15,7.1e-13,2e-14,2e-14,0.3,0.02,0.02,0.59,0.02,0.02,Gaia DR3 5862299960127967488,0.4434,33.32,7.1,0.01,0.067,4.899,0.981,9.633,0.003,10.154,0.003,8.913,0.004,35610.0,1.421e-09,4e-12,4e-12,2171.0,59.0,62.0,8.03,0.03,7.7,0.05,7.25,0.02,6.78,0.04,6.46,0.02,5.64,0.01,4.74,0.03,,73.0,2.0,2.0,5.597896e+32,3.221596e+31,3.4025834e+31,0.0007,1e-05,1e-05,0,HMGB,1,-0.5210000000000008,0.7199999999999989,1.6029999999999998,2.382999999999999,1.2409999999999997,0.3299999999999992,0.7799999999999994,0.4500000000000002,0.3200000000000003,1.1400000000000006,0.8200000000000003,2.04
HD 117357,O9.5Ve,202.81451545,-61.73263347,XMM,J133115.4-614357,,,,8e-15,6e-15,6e-15,4.5e-15,1e-15,1e-15,0.0,3e-16,3e-16,4e-15,6e-15,6e-15,-1.0,0.3,0.3,1.0,2.2,2.2,Gaia DR3 5868440492071967104,0.4427,27.53,6.09,0.01,0.11,15.03,0.914,9.029,0.003,9.122,0.003,8.803,0.004,,2.478e-09,6e-12,6e-12,2211.0,88.0,86.0,8.6,0.03,8.58,0.04,8.54,0.02,8.38,0.02,8.33,0.02,7.78,0.03,6.8,0.1,,64.0,3.0,3.0,4.9077362e+30,3.60793e+30,3.607317e+30,3e-06,2e-06,2e-06,0,star,,-0.09299999999999997,0.2259999999999991,0.42900000000000027,0.48900000000000077,0.31899999999999906,0.019999999999999574,0.0600000000000005,0.040000000000000924,0.05000000000000071,0.6000000000000005,0.5499999999999998,1.580000000000001
HD 119682,B0Ve,206.63566597,-62.92338696,CXO,J134632.5-625523,1.55,0.08,0.08,9.2e-13,3e-14,3e-14,9.5e-14,5e-15,5e-15,1.35e-13,7e-15,7e-15,6.9e-13,3e-14,3e-14,0.18,0.04,0.04,0.67,0.05,0.05,Gaia DR3 5864664975280537728,0.6055,21.14,5.26,0.02,0.255,69.64,0.946,8.518,0.006,8.51,0.02,8.43,0.03,29824.0,3.97e-09,2e-11,2e-11,1597.0,65.0,81.0,7.35,0.03,7.18,0.03,6.95,0.02,6.53,0.06,6.27,0.02,5.69,0.02,5.24,0.09,200.0,40.0,2.0,2.0,2.8071223e+32,2.517332e+31,3.0064073e+31,0.000232,9e-06,8e-06,0,GCA,2,0.008000000000000895,0.08800000000000097,1.168000000000001,1.5680000000000005,0.08000000000000007,0.16999999999999993,0.39999999999999947,0.22999999999999954,0.2600000000000007,0.8399999999999999,0.5799999999999992,1.29
