#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Dist,b_Dist,B_Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC
900,HD 37971,85.42295833333333,-16.725830555555554,6.203,B4.5IIIe,0,0,900.0,2971037824509804544,0.114,85.42294246238,-16.725802624,Gaia DR3 2971037824509804544,2.4293,0.0512,47.4624,7.176,-4.059,0.046,5.917,0.0481535,0.426,349.5,1.112,,,,6.183902,0.002778,6.109829,0.00291,6.282139,0.003851,,0.99999964,B,404.797882,397.905853,412.694122,409.579895,403.858612,417.177826,-0.17230999999999952,-1.9263621575218677,0.0,85.42294246238,-16.725802624
901,[MLD95] LMC 2-1008,85.43920833333333,-67.6953,15.5,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.43920833333333,-67.6953
902,[MLD95] LMC 2-488,85.55370833333333,-67.90310000000001,14.35,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.55370833333333,-67.90310000000001
903,V434 Aur,85.58279166666667,43.05959166666666,7.25,B3Vne,,0,903.0,196027701871612672,0.12,85.58276454327,43.05956495235,Gaia DR3 196027701871612672,1.4318,0.0335,42.7466,5.701,-2.197,0.034,-5.26,0.023453163,0.228,53.96,0.963,,,,7.193434,0.003257,7.202934,0.004838,7.106314,0.009748,,1.31e-06,B,680.594299,663.964294,696.588379,682.793823,666.779236,698.631836,0.0966199999999997,-1.9615075345305781,0.0,85.58276454327,43.05956495235
904,HD 246537,85.66875,26.34531388888889,9.48,Be,,0,904.0,3441337946012894720,0.028,85.66874155425,26.34531205983,Gaia DR3 3441337946012894720,1.4303,0.026,54.9903,3.327,-1.78,0.027,-2.81,0.016462227,0.174,44.84,1.014,,,,9.499858,0.002785,9.510922,0.002957,9.441614,0.003879,,0.99983776,B,684.660156,672.883301,697.643799,680.803406,669.156799,691.137024,0.06930800000000126,0.3335467264647338,0.0,85.66874155425,26.34531205983
905,[MLD95] LMC 2-750,85.67420833333333,-67.82809999999999,15.34,Be,,0,905.0,4659316312394057600,1.478,85.67433508377,-67.82769218088,Gaia DR3 4659316312394057600,0.1557,0.7546,0.2063,2.413,2.291,1.31,0.755,1.2751795,2.241,1.268,1.136,,,,20.50035,0.010268,20.809418,0.098799,20.66766,0.137851,,0.0,,2396.03223,1160.63281,3985.2832,689.327393,542.866211,853.090942,0.14175799999999938,8.911954721862278,0.0,85.67433508377,-67.82769218088
906,BD+37 1292,85.70991666666666,37.9841,9.23,B3Vpe,,0,906.0,189797392248431104,0.104,85.70994786227,37.98408477464,Gaia DR3 189797392248431104,1.2064,0.0613,19.6937,2.891,0.85,0.07,-2.763,0.038219105,0.442,308.6,2.88,1089.5793,638.3925,1299.8145,9.110665,0.002862,9.194443,0.003381,8.902581,0.004291,14804.8,0.999999,B,812.888,779.570679,852.20459,783.367615,745.863525,820.864929,0.29186200000000007,-0.3557105623325487,0.0,85.70994786227,37.98408477464
907,[MLD95] LMC 2-195,85.79708333333332,-68.0361,15.42,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.79708333333332,-68.0361
908,[O96] D301NW-4,85.82362499999999,-67.84346944444444,13.92,O5IIIe,,0,908.0,4659315423351972992,1.082,85.82426333491,-67.84364925262,Gaia DR3 4659315423351972992,-0.0178,0.0159,-1.1186,1.762,1.584,0.02,0.772,0.021721344,0.11,6.424,1.084,21549.395,20200.305,22365.242,13.731892,0.002964,13.755878,0.003982,13.643383,0.005005,39328.1,0.99999785,O,22943.7344,17767.1094,29224.4668,23030.8477,15592.4248,27255.5566,0.11249499999999912,-3.0474425328041974,0.0,85.82426333491,-67.84364925262
909,V731 Tau,85.83125,23.204372222222222,6.227,B2.5Ve,160,0,909.0,3403593773415114624,0.262,85.83129051989,23.20430966331,Gaia DR3 3403593773415114624,3.6196,0.0517,70.0483,15.885,6.284,0.057,-14.589,0.033046536,0.329,161.2,1.052,,,,6.131851,0.002813,6.105657,0.002974,6.101825,0.003989,,0.9999711,B,272.885956,269.145996,276.749695,272.742188,270.0065,276.272858,0.0038320000000000576,-1.0742489270001103,0.0,85.83129051989,23.20430966331
910,[MLD95] LMC 2-759,85.836,-67.82881111111111,14.987,B1.7Ve,,0,910.0,4659315457711710848,1.149,85.83604781041,-67.82912969394,Gaia DR3 4659315457711710848,-0.033,0.0229,-1.4417,1.723,1.552,0.028,0.749,0.029344419,0.154,5.785,0.983,14316.113,13533.381,14930.461,14.932473,0.0031,14.859512,0.004657,15.041194,0.007689,19986.0,0.9999993,B,19836.8184,15290.0742,26929.2461,17588.1543,14348.0332,20473.4414,-0.18168200000000034,-1.6278480875468713,0.0,85.83604781041,-67.82912969394
911,[O96] D301NW-14,85.84949999999999,-67.79686111111111,15.553,B2.2Ve,,0,911.0,4659321470665916032,0.408,85.84968191178,-67.79677102695,Gaia DR3 4659321470665916032,-0.0035,0.0268,-0.1317,1.673,1.593,0.033,0.511,0.033890463,0.135,2.599,0.991,15354.407,15281.733,15456.859,15.577052,0.003657,15.508989,0.006407,15.683622,0.011267,19673.5,0.99999964,B,14547.0586,11437.208,18134.793,14020.0898,12372.5781,15960.9951,-0.17463300000000004,-0.3048869415483768,1.0,85.84968191178,-67.79677102695
912,V1165 Tau,85.91274999999999,25.439544444444444,6.82,B1Vpe,,0,912.0,3428895833776683648,0.028,85.91274699063,25.43953719122,Gaia DR3 3428895833776683648,1.2744,0.0411,30.9923,2.297,-0.617,0.049,-2.213,0.028722221,0.243,72.56,1.049,753.1824,400.7308,926.4601,6.692032,0.002932,6.722556,0.003792,6.539586,0.004851,36697.2,0.9998032,B,755.421509,737.656067,780.929199,763.866028,737.686768,791.416504,0.18297000000000008,-2.668390731336431,0.0,85.91274699063,25.43953719122
913,[O96] D301NE-10,85.96275,-67.83253055555555,15.8,B2.2Ve,,0,913.0,4659318378289543680,1.609,85.9639235498,-67.83246961781,Gaia DR3 4659318378289543680,-0.0363,0.0266,-1.3654,1.751,1.486,0.032,0.927,0.035514694,0.073,0.6973,1.0,17679.148,17264.008,18106.795,15.62911,0.003158,15.60951,0.006534,15.574364,0.005589,19913.0,0.99978435,B,20582.5977,14977.6553,27371.6836,10178.7617,9187.89258,11142.4326,0.03514600000000101,-0.9579909278318972,0.0,85.9639235498,-67.83246961781
914,AX J0544.1-7100,86.02158333333333,-71.0140611111111,15.235,Be,,0,914.0,4657045928301192320,0.209,86.02170850093,-71.01410266499,Gaia DR3 4657045928301192320,0.0382,0.0245,1.5578,2.126,1.979,0.03,0.776,0.031494472,0.0,0.0,0.932,22183.68,21886.008,22471.355,15.307679,0.007674,15.332313,0.016615,15.240456,0.033127,25301.0,0.9999265,B,10636.3711,8598.00684,13006.1172,7028.52051,6503.26221,7997.27979,0.09185699999999919,0.19834559331824408,0.0,86.02170850093,-71.01410266499
915,[BM83] X0544-665,86.06458333333333,-66.5639,15.4,B1Ve,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06458333333333,-66.5639
916,[MLD95] LMC 2-107,86.10708333333332,-68.0889,15.03,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.10708333333332,-68.0889
917,HD 246878,86.11549999999998,27.229905555555554,9.37,B0.5Vpe,,0,917.0,3441532692715136768,0.095,86.11552567284,27.22989242956,Gaia DR3 3441532692715136768,0.8123,0.0189,43.0566,4.151,-0.069,0.02,-4.15,0.011699011,0.107,16.64,0.914,1031.3691,730.6946,1356.273,9.337812,0.002767,9.405562,0.002844,9.163082,0.003794,16601.8,4.993e-05,B,1181.54614,1153.7135,1208.71436,1187.98267,1165.80615,1216.99463,0.24248000000000047,-0.9566914286406512,0.0,86.11552567284,27.22989242956
918,HD 38191,86.23433333333332,21.46068611111111,8.6,B1Vne,,0,918.0,3403084489075795968,0.061,86.23431720846,21.46067832061,Gaia DR3 3403084489075795968,0.8121,0.0309,26.2853,1.527,-0.282,0.032,-1.501,0.019450821,0.181,47.98,1.26,1467.3234,1137.3712,2050.946,8.634648,0.003058,8.707018,0.003853,8.432789,0.006476,17764.8,5.145e-05,B,1189.66699,1148.41174,1235.70178,1199.38684,1156.552,1251.12573,0.27422900000000006,-1.6701090563531356,0.0,86.23431720846,21.46067832061
919,HD 247525,86.84962499999999,26.39625277777778,10.79,B5e,,0,919.0,3429422602924569216,0.154,86.84966976023,26.39623783846,Gaia DR3 3429422602924569216,0.7018,0.0249,28.2206,3.244,1.838,0.028,-2.673,0.016876848,0.163,36.24,1.379,,,,10.687519,0.002869,10.864698,0.003356,10.342313,0.00405,,0.99997115,B,1363.01343,1318.84253,1422.58557,1366.55713,1319.69348,1403.16162,0.5223849999999999,0.19219732483926144,0.0,86.84966976023,26.39623783846
920,HD 38856,87.19154166666665,0.7255666666666667,7.25,B5Ve,179,0,920.0,3219618436972965248,0.098,87.19151477611,0.72557171052,Gaia DR3 3219618436972965248,2.8772,0.0493,58.3478,3.11,-2.918,0.046,1.076,0.036676954,0.352,142.7,1.005,,,,7.206677,0.002769,7.132623,0.002844,7.30758,0.003807,,0.9999998,B,344.709534,339.539215,349.65799,341.107208,335.706512,346.12851,-0.17495700000000003,-0.5546434766035606,0.0,87.19151477611,0.72557171052
921,V438 Aur,87.22354166666665,29.136116666666666,8.05,B3pshe,,0,921.0,3443454127939514880,0.037,87.22353588397,29.13610776529,Gaia DR3 3443454127939514880,0.9899,0.0369,26.8385,1.727,-0.462,0.038,-1.664,0.025375586,0.248,43.39,1.014,,,,7.9889,0.002811,7.969518,0.003021,7.965883,0.004148,,0.9977603,B,966.24408,938.929443,1008.91467,965.521667,936.136047,997.14563,0.003635000000000055,-1.9559162304600628,0.0,87.22353588397,29.13610776529
922,HD 39018,87.63449999999999,18.02636111111111,7.72,B9e,190,0,922.0,3398179640722454912,0.112,87.63449373346,18.02633071205,Gaia DR3 3398179640722454912,2.9854,0.0482,61.8984,7.38,-2.603,0.06,-6.905,0.04697802,0.302,55.62,1.099,337.5186,334.455,340.0799,7.68649,0.002806,7.639545,0.002905,7.732725,0.00395,11575.6,0.9999977,B,331.676392,326.812836,336.455933,332.652588,326.899139,337.979889,-0.09318000000000026,0.03597219755795322,0.0,87.63449373346,18.02633071205
923,HD 248390,87.93741666666665,26.427625000000003,9.93,B5e,,0,923.0,3429204251084846976,0.082,87.93742739986,26.42760428762,Gaia DR3 3429204251084846976,0.9492,0.0236,40.2355,5.076,0.49,0.027,-5.052,0.016477901,0.15,35.58,1.267,,,,10.079901,0.002795,10.218641,0.003003,9.796813,0.003946,,0.9999463,B,1027.15808,1005.1239,1047.84265,1010.63708,989.88147,1039.255,0.42182799999999965,0.16045456590578766,0.0,87.93742739986,26.42760428762
924,V593 Tau,88.27537499999998,26.445405555555556,8.13,B3Ve,,0,924.0,3430690996965029888,0.109,88.27538143731,26.4453757694,Gaia DR3 3430690996965029888,1.2985,0.0344,37.7969,5.394,-1.01,0.037,-5.299,0.023135476,0.198,33.93,1.045,,,,8.075421,0.002894,8.126186,0.003816,7.892997,0.00437,,0.9999281,B,750.40448,733.163452,772.679382,753.91217,736.190125,777.865967,0.2331890000000003,-1.250291090830725,0.0,88.27538143731,26.4453757694
925,HD 39557,88.36308333333332,0.7792111111111112,9.07,B5IIIe,,0,925.0,3218907877583996032,0.033,88.36309231254,0.77920872787,Gaia DR3 3218907877583996032,1.9633,0.0867,22.6313,3.688,2.979,0.102,-2.173,0.086186126,0.735,574.3,5.126,,,,8.792782,0.002849,9.034687,0.002996,8.366731,0.003944,,0.9999095,F,505.862244,481.092133,529.476746,500.821411,483.411865,520.557922,0.6679560000000002,0.5145256689223991,0.0,88.36309231254,0.77920872787
926,V1167 Tau,88.37958333333331,25.74224166666667,8.48,B1Vnne,,0,926.0,3428356218382680960,0.054,88.37958814636,25.74222729901,Gaia DR3 3428356218382680960,0.8878,0.033,26.8662,3.744,-0.813,0.04,-3.655,0.026357524,0.166,34.27,1.204,1074.5347,789.6574,1317.1447,8.266228,0.003038,8.384643,0.004857,7.979243,0.00574,35512.3,0.00016571,B,1081.59998,1042.21265,1119.92969,1089.23914,1041.19019,1139.198,0.4054000000000002,-1.7856903528348376,0.0,88.37958814636,25.74222729901
927,HD 39478,88.49937499999999,26.422530555555557,8.25,B2Ve,,0,927.0,3430648287810200832,0.049,88.49936850381,26.42251826053,Gaia DR3 3430648287810200832,1.0231,0.0372,27.5052,2.396,0.518,0.042,-2.339,0.02470795,0.23,56.0,1.173,,,,8.140954,0.003123,8.181481,0.004616,7.991722,0.007278,,0.99996233,B,941.548645,914.75,973.890381,930.311646,901.723389,963.003235,0.18975899999999957,-1.687732813528262,0.0,88.49936850381,26.42251826053
928,HD 249179,88.97937499999999,28.785105555555557,10.0,B5ne,,0,928.0,3431561565357225088,0.111,88.97934004292,28.78510745618,Gaia DR3 3431561565357225088,0.5975,0.0301,19.8755,2.279,0.634,0.034,-2.189,0.021136435,0.222,83.82,1.534,2298.968,1369.2386,2693.8398,10.010054,0.002842,10.05571,0.003045,9.863571,0.004204,16927.4,0.9999623,B,1600.47534,1527.3822,1695.5979,1533.25684,1462.63464,1605.53625,0.19213899999999917,-0.9655349347799174,0.0,88.97934004292,28.78510745618
929,HD 40193,89.09366666666666,-22.650019444444442,9.19,B8Vne,,0,929.0,2917256037872932480,0.041,89.0936774066,-22.65002503438,Gaia DR3 2917256037872932480,1.3202,0.0283,46.7067,2.203,-1.584,0.019,-1.531,0.026547559,0.269,128.0,1.087,,,,9.140883,0.002801,9.086859,0.00294,9.192094,0.0038,,0.9999979,B,745.818298,733.805054,761.499451,745.06488,729.65155,758.026978,-0.10523500000000041,-0.27630617095740284,1.0,89.0936774066,-22.65002503438
930,HD 249695,89.64716666666666,30.207191666666667,9.16,B1Vnnpe,,0,930.0,3443773879666125184,0.032,89.64717545619,30.20718708777,Gaia DR3 3443773879666125184,0.7833,0.0274,28.6326,3.348,0.956,0.027,-3.209,0.019782221,0.178,47.74,1.139,1373.87,1367.002,1395.0704,9.145479,0.002851,9.19235,0.003279,9.009809,0.004334,7713.1,0.9999905,B,1222.22839,1188.54895,1267.20239,1230.87878,1197.80139,1269.16516,0.18254099999999873,-1.243411836606258,0.0,89.64717545619,30.20718708777
931,HD 250028,89.973125,25.088619444444443,9.14,B2Vnnpe,,0,931.0,3429519531748056576,0.063,89.97314433269,25.08861935116,Gaia DR3 3429519531748056576,0.9183,0.0203,45.3206,3.336,0.938,0.023,-3.201,0.01651245,0.125,19.85,1.121,1093.3861,1071.1552,1113.3619,8.987453,0.003625,9.120864,0.00832,8.692627,0.007552,25616.4,0.00012165,B,1051.66345,1028.05835,1071.48682,1053.2821,1023.97516,1084.24268,0.4282369999999993,-0.9885199025462601,0.0,89.97314433269,25.08861935116
932,HD 250163,90.04837499999998,19.19267222222222,9.77,B1.5Vnpe,,0,932.0,3350658125395928064,0.058,90.04839174424,19.19266947285,Gaia DR3 3350658125395928064,0.4688,0.0247,18.995,1.53,0.515,0.027,-1.44,0.018626045,0.163,33.5,1.62,1930.0581,1883.6898,1976.9023,9.494966,0.004264,9.895643,0.010647,8.900826,0.011739,35194.2,0.99998647,B,1991.98071,1896.47803,2084.62158,1993.10974,1912.79431,2097.76514,0.9948169999999994,-1.6007826423733427,0.0,90.04839174424,19.19266947285
933,HD 250289,90.27445833333333,23.338997222222222,8.23,B2IIIe,,0,933.0,3424657152028541312,0.043,90.2744579433,23.33898529311,Gaia DR3 3424657152028541312,0.4592,0.0281,16.338,2.268,0.241,0.027,-2.255,0.018314049,0.138,12.98,1.174,1755.0448,1734.5402,1774.7646,8.055546,0.00281,8.384508,0.003272,7.520394,0.004209,13645.0,0.9999835,B,2032.90308,1934.19751,2151.18481,2065.04614,1920.58618,2244.76147,0.8641140000000007,-3.1560753692734487,0.0,90.2744579433,23.33898529311
934,HD 250980,90.89266666666666,9.665183333333333,9.56,B0e,,0,934.0,3329627770791356800,0.111,90.8926922765,9.66516562294,Gaia DR3 3329627770791356800,0.4671,0.0191,24.4463,2.565,0.158,0.021,-2.56,0.016284162,0.111,14.61,1.012,,,,9.478723,0.00365,9.586162,0.008428,9.232667,0.007815,,0.99996233,B,2003.06653,1924.9248,2074.83276,2027.53674,1957.54419,2130.75854,0.35349500000000056,-1.9223148711110127,0.0,90.8926922765,9.66516562294
935,HD 250854,90.89570833333333,22.32736111111111,11.6,B5e,,0,935.0,3423696591182451200,0.147,90.89572782036,22.32739764914,Gaia DR3 3423696591182451200,0.5351,0.0179,29.8244,2.146,-1.01,0.022,-1.894,0.013465032,0.099,13.05,0.84,1950.7491,1914.437,2019.8365,11.387772,0.002784,11.641618,0.002864,10.959061,0.003825,6552.3,0.99996436,unknown,1727.06909,1689.84424,1778.37061,1709.9574,1650.1167,1761.28699,0.6825569999999992,0.45506944243029324,0.0,90.89572782036,22.32739764914
936,V696 Mon,91.05624999999999,-6.7089388888888895,5.251,B2Vne,358,0,936.0,3018473985946121344,0.057,91.05623438394,-6.70893539664,Gaia DR3 3018473985946121344,2.0004,0.1804,11.0871,5.253,-3.804,0.13,3.623,0.13706486,0.922,1279.0,1.515,411.3415,355.7161,498.6616,5.187592,0.00312,5.17216,0.003641,5.119113,0.004714,30333.9,0.9998911,B,506.378143,470.766205,553.949402,506.991211,462.221405,568.40863,0.05304700000000029,-3.3502147589470717,0.0,91.05623438394,-6.70893539664
937,[KW97] 26-56,91.09079166666665,28.6444,11.51,Be,,0,937.0,3431370598231338880,0.875,91.09082618376,28.64464120185,Gaia DR3 3431370598231338880,0.3663,0.0223,16.3988,2.914,0.842,0.025,-2.79,0.017375816,0.155,35.76,1.033,,,,11.498039,0.002832,11.551991,0.003319,11.374318,0.003999,,0.9999243,B,2339.04517,2208.48926,2472.99268,2319.09839,2208.02441,2424.39917,0.17767299999999864,-0.2932020434030367,0.0,91.09082618376,28.64464120185
938,V447 Aur,91.16004166666666,46.58511111111111,7.29,B3Ve,,0,938.0,963550422228988288,0.058,91.16002356581,46.58510098026,Gaia DR3 963550422228988288,1.7754,0.0428,41.4758,3.338,-2.128,0.04,-2.572,0.03164331,0.341,101.5,1.073,,,,7.27868,0.002849,7.214414,0.003196,7.346055,0.00481,,0.9999998,B,557.426086,545.403442,572.708435,551.858276,540.372803,564.751465,-0.13164100000000012,-1.5165224431706736,0.0,91.16002356581,46.58510098026
939,HBHA 2215-15,91.28541666666665,24.1894,11.7,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.28541666666665,24.1894
940,[KW97] 27-6,91.49999999999999,28.048000000000002,,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.49999999999999,28.048000000000002
941,HD 251726,91.72654166666665,19.034461111111113,9.34,B1Ve,,0,941.0,3374390538424405632,0.054,91.72652646638,19.03445655417,Gaia DR3 3374390538424405632,0.4418,0.0187,23.5781,1.216,-0.548,0.02,-1.086,0.015238394,0.111,13.97,1.08,1818.9617,1777.3853,1858.685,9.126971,0.003242,9.467955,0.007166,8.573736,0.00593,41376.3,0.9999937,O,2115.57153,2027.71191,2214.03345,2094.13037,2014.44714,2192.09839,0.8942189999999997,-2.1591835696533046,0.0,91.72652646638,19.03445655417
942,HD 42054,91.76529166666664,-34.31202222222222,5.843,B4IVe,,0,942.0,2886603749632817792,0.026,91.76530034098,-34.31202307957,Gaia DR3 2886603749632817792,3.4337,0.055,62.4796,2.019,2.009,0.048,-0.203,0.052220892,0.463,320.6,1.167,,,,5.763813,0.002928,5.708571,0.003475,5.801548,0.005652,,0.9999999,B,290.069092,286.009949,295.045868,290.951111,286.000305,296.172119,-0.09297700000000031,-1.6039362774333972,0.0,91.76530034098,-34.31202307957
943,HD 42406,92.65308333333333,3.8717194444444445,7.99,B4IVe,300,0,943.0,3317344507921545856,0.035,92.6530770306,3.87171199429,Gaia DR3 3317344507921545856,2.1039,0.0277,75.8182,3.315,-3.15,0.028,-1.033,0.023323644,0.17,20.69,1.048,498.8633,492.4907,505.7367,7.958351,0.002997,8.049295,0.005545,7.759277,0.005645,13075.1,0.9999665,B,467.877838,462.238159,472.805817,467.929382,462.376251,473.468262,0.2900180000000008,-0.30136737212189146,0.0,92.6530770306,3.87171199429
944,HD 42477,92.86629166666667,13.63856111111111,6.042,A0Vnne,,0,944.0,3344372084279283456,0.283,92.86627891339,13.63848335687,Gaia DR3 3344372084279283456,6.4273,0.0502,128.1416,17.943,-3.545,0.048,-17.589,0.036785282,0.277,88.12,1.079,,,,6.019688,0.002808,6.028994,0.003136,5.965776,0.004064,,0.99959326,A,154.763657,153.59256,155.779953,154.652802,153.528656,155.972992,0.063218,0.08064908316971131,0.0,92.86627891339,13.63848335687
945,HD 253084,92.889,14.238880555555555,9.21,B5e,,0,945.0,3344477603035426304,0.089,92.88902316683,14.23887016661,Gaia DR3 3344477603035426304,1.0483,0.0213,49.1106,1.386,-0.125,0.022,-1.381,0.017369492,0.105,11.04,0.948,,,,9.141254,0.002776,9.232326,0.002893,8.926432,0.003829,,0.9999659,B,927.135498,909.31134,945.55603,923.030518,907.512451,939.22522,0.30589400000000033,-0.6033900479253749,0.0,92.88902316683,14.23887016661
946,69 Ori,93.01366666666665,16.130405555555555,4.947,B5Vne,285,0,946.0,3346050969815830784,0.293,93.01369189399,16.13032774931,Gaia DR3 3346050969815830784,5.0265,0.1839,27.337,17.973,5.51,0.19,-17.108,0.12929386,0.856,1066.0,1.302,307.9905,288.5324,328.6445,4.911102,0.003167,4.842601,0.003581,5.035444,0.005244,13682.8,0.99999976,B,198.901489,192.373489,205.053879,197.227432,191.148026,206.367371,-0.19284299999999988,-1.6505891715815313,0.0,93.01369189399,16.13032774931
947,HD 253215,93.05779166666666,20.000941666666666,10.76,Be,,0,947.0,3374926580404969088,0.061,93.05777718359,20.00095185845,Gaia DR3 3374926580404969088,0.8625,0.0233,36.9743,3.073,-0.964,0.022,-2.918,0.015449517,0.11,13.4,0.922,,,,10.562037,0.002798,10.639628,0.002865,10.374938,0.004245,,0.9999523,B,1121.73547,1095.70667,1144.42041,1122.91064,1090.75476,1150.69727,0.26468999999999987,0.3901757361850091,0.0,93.05777718359,20.00095185845
948,HD 253214,93.06916666666666,20.08603611111111,9.54,B1.5Vnne,,0,948.0,3374940427379530368,0.016,93.06916321747,20.08603899487,Gaia DR3 3374940427379530368,0.4894,0.0282,17.3468,1.967,0.039,0.033,-1.966,0.020582454,0.163,26.7,1.38,2275.8389,2262.912,2284.8032,9.087389,0.003103,9.309303,0.005102,8.686138,0.006848,35445.1,0.9999993,B,1943.32068,1835.63086,2069.51123,1892.77734,1807.91956,1988.03625,0.6231650000000002,-2.1334193613698247,0.0,93.06916321747,20.08603899487
949,HD 42529,93.16604166666666,32.97265,8.23,B9e,250,0,949.0,3440004616365980416,0.098,93.16601167195,32.97263932249,Gaia DR3 3440004616365980416,2.3616,0.0313,75.5442,4.929,-4.304,0.031,-2.403,0.026130537,0.167,16.82,0.79,,,,8.20478,0.002795,8.208222,0.002849,8.142364,0.003877,,0.99962026,B,417.460052,411.925171,425.17395,417.672272,413.066681,422.685425,0.06585799999999864,0.10514738564482684,0.0,93.16601167195,32.97263932249
950,HD 43122,93.20791666666665,-37.08146666666667,8.18,B1Ve,265,0,950.0,2884793708677432320,0.077,93.20789564039,-37.08145340063,Gaia DR3 2884793708677432320,1.6065,0.0836,19.2139,6.423,-2.962,0.087,5.699,0.10314806,0.973,735.0,2.784,,,,8.195339,0.002803,8.128835,0.003047,8.282139,0.003858,,0.9999998,B,621.880554,593.727844,658.53949,628.663147,590.195129,667.447144,-0.15330400000000033,-0.8396998839025205,0.0,93.20789564039,-37.08145340063
951,HD 253339,93.25829166666666,24.042958333333335,10.41,Be,,0,951.0,3425460276554366976,0.08,93.25831001923,24.0429438705,Gaia DR3 3425460276554366976,0.4824,0.0188,25.6688,1.905,0.145,0.018,-1.899,0.014252399,0.1,9.97,0.954,1679.6803,1648.3416,1708.9578,10.026961,0.004167,10.371984,0.01091,9.487346,0.00939,29494.4,0.9999728,B,1932.44141,1865.92041,2016.49561,1927.91785,1850.84338,1986.75623,0.8846379999999989,-1.0585476767307753,1.0,93.25831001923,24.0429438705
952,V1390 Ori,93.42575,8.712388888888889,8.1,B2Ve,,0,952.0,3328427963087254272,0.043,93.42574121483,8.71238088373,Gaia DR3 3328427963087254272,1.2328,0.0371,33.2613,2.038,-0.703,0.038,-1.912,0.03214412,0.203,26.33,0.929,,,,8.078187,0.003608,8.057772,0.007148,8.024913,0.007412,,0.99919033,B,792.729065,775.155334,818.024109,790.067078,771.298462,810.815186,0.032859000000000194,-1.4378519083361798,0.0,93.42574121483,8.71238088373
953,HD 253659,93.47570833333332,16.518069444444443,9.16,B0.5Vnne,,0,953.0,3370105363654128640,0.034,93.47569864269,16.51806728091,Gaia DR3 3370105363654128640,0.5635,0.0254,22.1975,1.002,-0.698,0.025,-0.719,0.01724755,0.117,13.59,1.106,1425.625,1372.8922,1473.4365,9.005825,0.011296,9.252596,0.025468,8.591903,0.042932,29332.4,0.9999812,B,1698.11243,1640.0564,1763.80872,1678.65759,1602.6134,1760.82178,0.6606930000000002,-1.897236204899361,0.0,93.47569864269,16.51806728091
954,HD 43264,93.89874999999998,7.652266666666667,7.51,B9IIIe,288,0,954.0,3325278789986872960,0.039,93.89875472959,7.65225683506,Gaia DR3 3325278789986872960,1.5553,0.0875,17.7776,2.3,-1.056,0.083,-2.043,0.0724098,0.544,177.6,1.994,1312.9364,1312.7618,1313.0612,7.540429,0.00321,7.494513,0.002955,7.483991,0.003987,7900.0,0.9997057,B,637.326599,604.571411,672.574158,618.284729,590.361267,657.544617,0.010522000000000808,-1.5272972212857416,0.0,93.89875472959,7.65225683506
955,HD 43285,93.91741666666665,6.066166666666667,6.05,B5IVe,260,0,955.0,3318793251929855616,0.273,93.9173999741,6.066092782,Gaia DR3 3318793251929855616,4.6484,0.0615,75.5759,17.05,-0.658,0.092,-17.038,0.09374481,0.349,124.2,0.956,220.9046,217.3083,223.9907,6.043621,0.002823,5.972198,0.002999,6.138193,0.00393,13624.1,0.99999976,B,213.248047,210.208908,215.992157,212.989273,209.7892,215.80632,-0.16599500000000056,-0.6722273121870854,0.0,93.9173999741,6.066092782
956,HD 43789,93.98566666666666,-44.61963333333333,8.55,B6.5Ve,255,0,956.0,5567419359659568896,0.181,93.9856136673,-44.61960027483,Gaia DR3 5567419359659568896,1.0557,0.0254,41.574,13.156,-10.293,0.031,8.194,0.034209713,0.277,85.07,1.094,,,,8.506376,0.002795,8.455949,0.002857,8.547393,0.003835,,0.99999094,B,939.119141,918.472046,967.471436,939.217896,918.370972,959.705933,-0.09144399999999919,-1.407654461844917,0.0,93.9856136673,-44.61960027483
957,HD 43544,94.03204166666664,-16.618005555555555,5.959,B2.5Ve,260,0,957.0,2944674731133121536,0.113,94.03200893958,-16.61800281965,Gaia DR3 2944674731133121536,3.2307,0.0553,58.4304,8.384,-8.343,0.042,0.832,0.046782423,0.447,353.1,1.047,366.3122,349.8158,376.0168,5.893313,0.002965,5.808653,0.003727,5.999379,0.005202,17367.4,0.9999996,B,308.021423,302.983978,312.937531,307.369324,302.723724,312.917633,-0.19072600000000062,-1.634251614436213,0.0,94.03200893958,-16.61800281965
