#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
1161,CD-29 5159,118.92704166666664,-29.56488333333333,10.71,B0Ve,,0,1161.0,5.597252305589386e+18,0.109,118.92702181368,-29.56485835566,Gaia DR3 5597252305589385984,0.2854,0.0139,20.5157,3.925,-2.654,0.011,2.892,0.01453928,0.107,20.37,1.093,9.938587,0.002812,10.271199,0.002965,9.411093,0.00435,37141.4,0.99998206,O,3356.76245,3202.38965,3516.26685,3289.37744,3152.10547,3408.22339,0.860106,-2.358404041800803,0.0,118.92702181368,-29.56485835566,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,2.2,48196.0,0.0,0.077,0.00153,-0.00153,0.773,0.315,0.00303,-0.000314,0.0254,0.00089,-0.00089,0.0486,0.00121,-0.00121,0.0,5.135e-12,1.0183e-13,-1.0183e-13,7.23e-12,1.224,0.16334,-0.10276,XRT,XRT,118.9272,-29.5649,5.229340421725449e-13,2.5585789028155094e-13,1.9255677267531887e-13,5.159386627790464e-13,2.7081253613386213e-13,2.568041458654193e-13,2.591189216727591e-12,1.4943333887808063e-12,1.617801680146917e-12,XRT,1.2239999771118164,0.1633400022983551,0.10276000201702118,163,163.0,1.0
1168,V374 Car,119.71062499999998,-60.82446111111111,5.81,B2IVnpe,200.0,0,1168.0,5.290767631226221e+18,0.192,119.71058643583,-60.82441134675,Gaia DR3 5290767631226220032,2.4707,0.0528,46.776,12.155,-4.661,0.077,11.226,0.063214295,0.5,302.6,1.221,5.805288,0.002865,5.74743,0.003556,5.84821,0.004632,17466.3,0.9999996,B,405.915894,396.622925,414.40741,402.334747,394.415771,409.665039,-0.1007800000000003,-2.294750284196102,0.0,119.71058643583,-60.82441134675,1168.0,0.182,0.76,J075850.5-604927,19.234,,,,,,,,,,,,,,,,,,,,0.23,0.133374,J075850.5-604928,3758.05,7.28442e-15,3.81616e-16,2.52138e-14,6.15721e-16,3.77507e-14,7.57824e-16,4.47815e-14,1.39287e-15,7.11742e-14,4.62694e-15,1.88804e-13,4.97905e-15,1.11792e-13,1.55406e-15,0.620428,0.0170099,0.191988,0.0146546,-0.374043,0.0153079,-0.415911,0.0277259,1.9,1.1,19156.0,0.0,0.00158,0.000208,-0.000208,-0.433,-0.105,0.000759,-0.000169,0.00034,8.44e-05,-8.44e-05,0.000248,8.51e-05,-8.51e-05,0.0,2.664e-14,3.5182e-15,-3.5182e-15,3.11e-12,,,,CXO+XMM+XRT,CXO,119.710679813,-60.824433342,3.2763931201266314e-14,8.000952051327009e-16,8.000952051327009e-16,2.856880746862864e-14,5.735026887211636e-16,5.735026887211636e-16,7.432002232945347e-14,3.0970250320817363e-15,3.0970250320817363e-15,XMM,,,,41,41.0,0.0
1244,CD-45 4676,133.34164824874,-46.03576523452,9.09,B0.5IIIe,,2,1244.0,5.331167124402148e+18,0.0,133.34164824874,-46.03576523452,Gaia DR3 5331167124402148736,0.5233,0.0141,36.9934,7.077,-5.185,0.015,4.817,0.015160346,0.106,13.65,1.109,8.76486,0.002817,9.171861,0.007151,8.031493,0.008082,20213.5,0.99999815,O,1874.9314,1830.77917,1920.98914,1878.67615,1837.18689,1933.97241,1.1403680000000005,-2.1930659119280804,1.0,133.34164824874,-46.03576523452,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,7.0,203031.0,2.0,0.0141,0.00737,-0.00737,-0.647,0.084,0.00917,-0.00567,0.00132,0.00214,-0.00132,0.00163,0.00199,-0.00163,,8.338e-13,4.3501e-13,-4.3501e-13,1.27e-12,,,,XRT,XRT,133.3424,-46.03587,1.5666781688884368e-13,8.173670756124595e-14,8.173670756124595e-14,1.1233062931222798e-13,5.860511737888472e-14,5.860511737888472e-14,3.606699911118045e-13,1.881686882159013e-13,1.881686882159013e-13,XRT,,,,164,164.0,2.0
1270,QR Vel,140.49341666666663,-51.17650555555555,10.1,B2Vne,,0,1270.0,5.313354692457511e+18,0.089,140.49338974041,-51.17648751011,Gaia DR3 5313354692457511424,0.4966,0.0186,26.6397,5.414,-4.698,0.022,2.691,0.023637751,0.153,24.22,0.863,10.047013,0.00416,10.232986,0.006976,9.69089,0.01147,17390.2,0.00021232,B,1943.77368,1867.34961,2008.54883,1956.21985,1897.87769,2015.76599,0.5420960000000008,-1.2102424859527972,0.0,140.49338974041,-51.17648751011,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,6.0,183048.0,0.0,0.00639,0.00229,-0.00229,-0.413,0.637,0.00181,-0.00122,0.000588,0.000711,-0.000588,0.00373,0.0017,-0.0017,0.335,3.849e-13,1.381e-13,-1.381e-13,5.93e-13,,,,XRT,XRT,140.49305,-51.1765,7.232123445475424e-14,2.5948458743928687e-14,2.5948458743928687e-14,5.1854234904566614e-14,1.8605012556318182e-14,1.8605012556318182e-14,1.664930264937418e-13,5.973677664237772e-14,5.973677664237772e-14,XRT,,,,165,165.0,0.0
1282,I Hya,145.320875,-23.591513888888887,4.754,B5Ve,260.0,0,1282.0,5.663583299457859e+18,0.511,145.32072073334,-23.59150033097,Gaia DR3 5663583299457858816,5.9358,0.1979,29.9933,29.153,-28.983,0.176,3.145,0.28396225,1.242,1844.0,1.049,4.648011,0.003203,4.61808,0.003111,4.678081,0.007978,,0.99999225,B,168.505508,163.871521,174.020889,168.276459,162.432434,173.629791,-0.0600009999999997,-1.514990506894658,0.0,145.32072073334,-23.59150033097,1282.0,,,,,,,,,,,,,,,,,,,,,,,,0.371,0.91572,J094116.9-233529,16444.5,7.72424e-14,3.20058e-15,1.51035e-13,3.9288e-15,1.79984e-13,4.33021e-15,1.59747e-13,6.75308e-15,9.91656e-14,1.17602e-14,6.65232e-13,1.51483e-14,5.5168e-13,9.01038e-15,0.421587,0.0200616,0.082777,0.017434,-0.493058,0.0183837,-0.734911,0.0294949,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,145.320665,-23.59159,1.9626158488539045e-13,5.105257156935294e-15,5.105257156935294e-15,1.3620749399173147e-13,3.2769971361784134e-15,3.2769971361784134e-15,1.6594604847693437e-13,8.691848409463189e-15,8.691848409463189e-15,XMM,,,,110,110.0,0.0
1311,QY Car,152.94358333333332,-58.06054444444444,5.76,B2IVnpe,237.0,0,1311.0,5.258611382897321e+18,0.212,152.94348740487,-58.06051479658,Gaia DR3 5258611382897321088,1.816,0.0488,37.1777,13.011,-11.218,0.058,6.59,0.046647828,0.418,207.1,0.836,5.623815,0.003479,5.600606,0.005727,5.58982,0.006841,,0.9999989,B,550.265015,533.972595,563.86554,551.155334,538.388855,566.941162,0.0107860000000004,-3.102253509581513,0.0,152.94348740487,-58.06051479658,1311.0,,,,,,,,,,,,,,,,,,,,,,,,1.689,1.613806,J101146.5-580339,43.1359,1.90261e-15,7.60344e-16,4.55134e-15,9.51309e-16,1.22351e-15,5.62405e-16,1e-20,6.18523e-16,3.30717e-15,6.98107e-15,1.26107e-14,7.17741e-15,8.22349e-15,1.75142e-15,0.545286,0.147778,-0.46548,0.149668,-1.0,0.180087,1.0,1.21916,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,152.94409194,-58.06085806,5.914213273428497e-15,1.236173152287456e-15,1.236173152287456e-15,9.259224762969118e-16,4.256143638235606e-16,4.256143638235606e-16,2.1196861512415683e-15,4.491937084571297e-15,4.491937084571297e-15,XMM,,,,111,111.0,0.0
1330,HD 90563,156.4685833333333,-58.785313888888886,9.86,B2Ve,,0,1330.0,5.255562334073817e+18,0.125,156.46852194545,-58.78529982967,Gaia DR3 5255562334073817472,0.3977,0.0129,30.7452,7.854,-7.184,0.014,3.173,0.013538522,0.099,11.86,0.949,9.979592,0.00291,10.258067,0.003447,9.497045,0.004217,,0.99996394,B,2458.85352,2365.59595,2551.10156,2405.03931,2346.53003,2462.60229,0.7610220000000005,-1.695596287551787,0.0,156.46852194545,-58.78529982967,1330.0,,,,,,,,,,,,,,,,,,,,,,,,0.948,1.225388,J102552.5-584706,76.928,1.63638e-16,8.60116e-16,1.44591e-16,7.19886e-16,1.02619e-14,2.7448e-15,3.616e-14,7.59441e-15,1.35073e-13,4.28177e-14,1.83725e-13,4.36804e-14,3.79843e-14,6.01539e-15,-0.077793,0.728336,0.975595,0.100081,0.104557,0.149683,0.019541,0.179316,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,156.46885,-58.78509889,1.8788796517471768e-16,9.354518310113825e-16,9.354518310113825e-16,7.765955210428423e-15,2.077197581498937e-15,2.077197581498937e-15,1.0974915751049154e-13,2.787167029115647e-14,2.787167029115647e-14,XMM,,,,112,112.0,0.0
1373,HD 303296,160.6043333333333,-59.15680277777778,9.5,B1Ve,,0,1373.0,5.350408058194592e+18,0.155,160.60425209721,-59.15679214444,Gaia DR3 5350408058194591872,0.5331,0.0354,15.0721,7.984,-7.448,0.041,2.875,0.036452625,0.344,130.1,1.504,9.559617,0.002822,9.568877,0.003103,9.473685,0.003938,18754.3,4.993e-05,B,1912.49695,1774.19983,2047.6637,1784.50671,1683.61023,1909.36365,0.0951920000000008,-1.839126756123763,0.0,160.60425209721,-59.15679214444,1373.0,0.445,2.592,J104224.9-590924,2.743,-0.99938,-0.99938,-0.65709,1e-20,8.8367385452308e-16,1e-20,5.2400636711132e-16,8.1959970240489e-16,2.1497697112259e-16,2.0977268070969e-15,2.825509576906e-15,1.3271332861225e-15,0.0,9.1101653527007e-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,160.604073174,-59.15670916,2.0977268070969e-15,7.277827698091001e-16,7.705935209743999e-16,5.2400636711132e-16,2.9559333529357e-16,3.0902939598873003e-16,1e-20,8.8366385452308e-16,1e-20,CXO,,,,42,42.0,0.0
1375,HD 93190,161.08174999999997,-59.28300555555556,8.65,O9.5e,,0,1375.0,5.350396620729367e+18,0.183,161.08165573574,-59.28298913158,Gaia DR3 5350396620729366656,0.4141,0.0179,23.1666,6.915,-6.398,0.02,2.624,0.01716726,0.141,17.87,1.073,8.381301,0.002791,8.605257,0.002948,7.960076,0.003858,,0.0005082,B,2395.84302,2285.20825,2531.81226,2390.75171,2262.28003,2628.49072,0.645181,-3.2920347944185604,0.0,161.08165573574,-59.28298913158,1375.0,0.343,0.882,J104419.6-591658,9.038,-0.09119,-0.396,-0.3148,1.0201907300427e-14,1.2792867884662e-14,7.6109467161914e-15,4.1112453453187e-15,4.8537996095445e-15,3.368691081093e-15,4.5277028479354e-15,5.3829356081009e-15,3.6221622783483e-15,0.0,1.6575529302848e-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,161.081806831,-59.282933114,4.5277028479354e-15,8.552327601655004e-16,9.055405695871e-16,4.1112453453187e-15,7.425542642258003e-16,7.425542642256997e-16,1.0201907300427e-14,2.5909605842350003e-15,2.5909605842355998e-15,CXO,,,,43,43.0,0.0
1376,Cl* Trumpler 16 MJ 632,161.47374583153,-59.95105371342,11.12,B1Ve,,2,1376.0,5.35030422738686e+18,0.0,161.47374583153,-59.95105371342,Gaia DR3 5350304227386859776,0.3992,0.0145,27.6166,7.017,-6.637,0.017,2.279,0.015239488,0.094,8.662,0.751,11.147729,0.00281,11.373035,0.00323,10.68811,0.003933,,0.9999996,O,2343.94922,2254.15576,2434.95581,2336.78076,2262.24438,2406.3103,0.6849249999999998,-0.4767059938277995,0.0,161.47374583153,-59.95105371342,1376.0,0.069,0.721,J104553.6-595703,4.158,0.18988,-0.2411,-0.4035,4.8392283919136e-15,7.2094627063202e-15,2.4689940775069e-15,1.4278721133547e-15,2.2349302643813e-15,5.8977326421172e-16,2.094770521398e-15,2.8945919932045e-15,1.2568623128388e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,161.473733233,-59.951071951,2.094770521398e-15,7.998214718064999e-16,8.379082085592002e-16,1.4278721133547e-15,8.070581510266002e-16,8.380988491429799e-16,4.8392283919136e-15,2.3702343144065998e-15,2.3702343144066996e-15,CXO,,,,44,44.0,0.0
1379,HD 305560,161.61854166666666,-60.5641,9.82,Oe,,0,1379.0,5.254194988310454e+18,0.038,161.61852102094,-60.56409666389,Gaia DR3 5254194988310454528,0.1706,0.0127,13.3874,5.478,-5.353,0.014,1.164,0.014009659,0.088,8.11,0.937,9.602126,0.002827,9.825287,0.003324,9.184463,0.004247,,0.9999878,O,5569.66113,5091.19385,5983.27344,5597.95801,5204.68066,5998.38867,0.6408240000000003,-3.903856862899129,0.0,161.61852102094,-60.56409666389,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,2.5,175558.0,0.0,3.74,0.0681,-0.0681,0.906,0.771,0.0186,-0.00464,0.435,0.0228,-0.0228,3.37,0.062,-0.062,0.0,4.732e-10,8.6085e-12,-8.6085e-12,5.32e-10,,,,XRT,XRT,161.61895,-60.56402,8.891245946143782e-11,1.6175041387752864e-12,1.6175041387752864e-12,6.375012254168e-11,1.159748450140686e-12,1.159748450140686e-12,2.0468821612825464e-10,3.7237080016842465e-12,3.7237080016842465e-12,XRT,,,,166,166.0,1.0
1389,HD 93843,162.15741666666668,-60.22374166666667,7.33,O6IIIe,,0,1389.0,5.3382756732886e+18,0.16,162.15732809113,-60.22374713635,Gaia DR3 5338275673288599936,0.4157,0.0264,15.7569,6.222,-5.956,0.031,1.8,0.027169796,0.265,54.37,0.876,7.274279,0.00282,7.249497,0.003091,7.243824,0.004062,,3.77e-06,O,2365.56592,2221.19067,2551.2876,2320.53003,2200.62646,2476.5498,0.0056729999999998,-4.62017827406275,0.0,162.15732809113,-60.22374713635,1389.0,0.149,0.712,J104837.7-601325,26.63,-0.6346,-0.92567,-0.70581,8.5679622862245e-15,1.0709952857781e-14,6.4259717146684e-15,1.7838096192933e-14,1.9659854563095e-14,1.601633782277e-14,8.8435000507085e-14,9.3675202141785e-14,8.3194798872385e-14,6.7106967085344e-14,9.2607614577775e-14,4.1606319592913e-14,7.13491,8.0383,6.342,64.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,3.1,190700.0,0.0,0.0904,0.0293,-0.0293,-0.589,-0.257,0.0696,-0.025,0.0143,0.0122,-0.0122,0.00651,0.00893,-0.00651,0.0305,5.727e-12,1.8534e-12,-1.8534e-12,9.12e-12,,,,CXO+XRT,CXO,162.157336752,-60.223788205,8.8435000507085e-14,5.2402016347000095e-15,5.240201634699997e-15,1.7838096192933e-14,1.821758370162e-15,1.821758370163e-15,8.5679622862245e-15,2.1419905715565005e-15,2.1419905715560997e-15,CXO,7.13491,0.9033899999999999,0.79291,45,45.0,0.0
1399,AG Car,164.04825,-60.45355833333333,7.09,B2pe,,0,1399.0,5.338220285385672e+18,0.096,164.0481989197,-60.45354983067,Gaia DR3 5338220285385672064,0.1925,0.0165,11.6595,5.191,-4.808,0.018,1.955,0.017792236,0.123,12.07,1.044,7.287992,0.018549,7.619361,0.048171,6.728363,0.06228,5661.0,0.99988085,O,4955.57617,4556.04443,5439.99316,5122.96973,4743.18604,5790.59375,0.8909979999999997,-5.856109779378395,0.0,164.0481989197,-60.45354983067,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,4.0,65512.0,0.0,0.000133,0.000241,-0.000133,-0.335,-0.472,0.000185,-0.000156,6.76e-05,0.00014,-6.76e-05,0.0,7.1e-05,0.0,0.477,8.451e-15,1.5273e-14,-8.4514e-15,1.35e-14,,,,XRT,XRT,164.04831,-60.45337,1.5879104902817682e-15,2.8697380945835247e-15,1.5879856110825769e-15,1.1385298410802155e-15,2.0575986346612363e-15,1.1385837026007042e-15,3.655579517155123e-15,6.606515834716728e-15,3.655752455152844e-15,XRT,,,,167,167.0,1.0
1411,HD 305891,165.62489467958,-60.81551722574,10.37,B3Ve,,2,1411.0,5.338052502434618e+18,0.0,165.62489467958,-60.81551722574,Gaia DR3 5338052502434618112,0.4127,0.0175,23.6117,6.345,-6.089,0.019,1.784,0.01849242,0.144,20.18,0.824,10.208307,0.002864,10.121664,0.01144,10.015839,0.012925,19102.0,1.98e-06,B,2378.36938,2272.02905,2480.91333,2385.73169,2294.35669,2474.62817,0.1058250000000011,-1.75973252483187,1.0,165.62489467958,-60.81551722574,1411.0,,,,,,,,,,,,,,,,,,,,,,,,1.542,0.803204,J110230.0-604854,113.9,9.01355e-16,5.31503e-16,6.47325e-15,1.03285e-15,1.24774e-14,1.40442e-15,9.36028e-15,1.82446e-15,2.53821e-15,4.14705e-15,3.17376e-14,5.11125e-15,5.39153e-14,3.09131e-15,0.789462,0.102319,0.410426,0.0802368,-0.537991,0.0800044,-0.802191,0.164749,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,165.62537889,-60.81516,8.411628459359444e-15,1.3421311480708148e-15,1.3421311480708148e-15,9.442591483312019e-15,1.0628307444654387e-15,1.0628307444654387e-15,7.626154147547545e-15,2.903842547104717e-15,2.903842547104717e-15,XMM,,,,113,113.0,2.0
1448,2E 1118.7-6138,170.23841666666667,-61.91674722222222,12.12,O9.5IVe,,0,1448.0,5.336957010898124e+18,0.439,170.23817252152,-61.91670671056,Gaia DR3 5336957010898124160,0.3293,0.0115,28.7217,5.591,-5.421,0.012,1.37,0.011767985,0.07,6.38,0.882,11.589363,0.002815,12.270934,0.003158,10.759902,0.003857,28987.2,0.9999733,O,2899.67139,2823.24365,2986.16699,2883.57764,2808.43286,2990.07373,1.5110320000000002,-0.0408099177775156,0.0,170.23817252152,-61.91670671056,1448.0,0.024,0.715,J112057.1-615500,53.325,0.50593,0.84947,0.60087,2.6052274580998e-12,2.6666221402698e-12,2.5438327759297e-12,3.0738743396539e-13,3.1756110397589e-13,2.9721376395489e-13,4.5638698229386e-14,4.9101044928158e-14,4.2176351530614e-14,8.3832733485772e-16,1.5154378745505e-15,1.6121679516495e-16,1.50222,1.5688,1.4368,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.4,22389.0,0.0,0.517,0.00268,-0.00268,0.858,0.688,0.00611,-0.000312,0.0822,0.00109,-0.00109,0.446,0.00247,-0.00247,0.0,4.212e-11,2.1851e-13,-2.1851e-13,5.60e-11,0.3501,4.0996,-0.12438,CXO+XRT,CXO,170.238178188,-61.916700733,4.5638698229386e-14,3.462346698771998e-15,3.462346698771998e-15,3.0738743396539e-13,1.0173670010500008e-14,1.0173670010500008e-14,2.6052274580998e-12,6.139468216999981e-14,6.139468217009998e-14,CXO,1.50222,0.06657999999999986,0.06542000000000003,46,46.0,0.0
1451,HD 99146,170.9707083333333,-59.30481111111111,8.18,B3Ve,,0,1451.0,5.339172153213672e+18,0.107,170.97065167821,-59.30480383832,Gaia DR3 5339172153213672576,-1.6586,0.7704,-2.1528,6.033,-5.833,0.749,1.538,0.66691864,7.294,30010.0,37.98,8.042924,0.003628,8.150716,0.003409,7.71876,0.005543,37543.9,0.00019068,O,6099.83691,4288.09912,9130.4834,5502.06836,3420.2356,7644.61523,0.4319559999999995,-5.775875117648987,0.0,170.97065167821,-59.30480383832,1451.0,0.212,0.749,J112352.9-591817,6.684,-0.01124,-0.99938,-0.99938,1e-20,6.5724873810847e-16,1e-20,1e-20,1.0068116146783e-16,1e-20,3.5490092669201e-15,4.1256711467896e-15,2.9723473870505e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,170.97075893,-59.304825422,3.5490092669201e-15,5.766618798695002e-16,5.766618798696e-16,1e-20,1.0067116146783e-16,1e-20,1e-20,6.5723873810847e-16,1e-20,CXO,,,,47,47.0,0.0
1456,HD 100199,172.77879166666668,-62.94692777777777,8.17,B0.5IIIne,,0,1456.0,5.333660129603576e+18,0.089,172.7787408554,-62.94691902264,Gaia DR3 5333660129603575808,0.5732,0.0467,12.2744,6.25,-6.098,0.048,1.373,0.048345596,0.468,135.9,1.505,8.126811,0.002887,8.113963,0.003502,8.075031,0.005015,29916.9,0.99999785,B,1731.27478,1619.39111,1870.4386,1536.59802,1457.02856,1756.77222,0.0389320000000008,-3.0778670128808674,0.0,172.7787408554,-62.94691902264,1456.0,0.321,0.713,J113106.9-625648,20.855,0.67208,0.93067,0.68582,2.5638112912406e-12,2.6986788141169e-12,2.4289437683643e-12,1.3853484135923e-13,1.5287300187231e-13,1.2419668084615e-13,1.2921820840847e-14,1.7482463490558e-14,8.1078091550414e-15,0.0,2.8991993610425e-14,0.0,0.065576,0.24072,-0.10706,48.8438,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,3.0,53462.0,0.0,0.365,0.00335,-0.00335,0.623,0.532,0.0186,-0.000796,0.0808,0.00161,-0.00161,0.262,0.00284,-0.00284,0.0,3.109e-11,2.8534e-13,-2.8534e-13,3.33e-11,0.3806,0.034345,-0.036224,CXO+XRT,CXO,172.778934998,-62.946931875,1.2921820840847e-14,4.560642649711e-15,4.8140116858056005e-15,1.3853484135923e-13,1.433816051308e-14,1.433816051308e-14,2.5638112912406e-12,1.348675228762998e-13,1.348675228763002e-13,CXO,0.065576,0.175144,0.172636,48,48.0,0.0
1476,V870 Cen,174.58301532056,-63.34347837499,10.5,B2Ve,,2,1476.0,5.333580105769333e+18,0.0,174.58301532056,-63.34347837499,Gaia DR3 5333580105769333120,0.4102,0.0155,26.4124,6.315,-6.244,0.016,0.944,0.015411055,0.128,20.02,0.946,10.637633,0.003144,10.704705,0.005612,10.469887,0.005727,15167.0,4.993e-05,B,2369.42773,2287.25513,2479.95361,2341.02661,2271.58032,2426.41699,0.2348180000000006,-1.1685123340294687,0.0,174.58301532056,-63.34347837499,1476.0,,,,,,,,,,,,,,,,,,,,,,,,4.83,2.057824,J113819.9-632031,97.1042,9.24056e-16,2.95652e-16,3.2883e-15,5.28859e-16,5.72434e-15,6.81798e-16,2.6683e-15,9.44589e-16,1e-20,1.70106e-15,1.34709e-14,2.22416e-15,8.95084e-15,1.16011e-15,0.678744,0.100132,0.263445,0.0916538,-0.677063,0.0948574,-1.0,0.244827,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,174.58297111,-63.34213694,4.272963019026248e-15,6.87222865699359e-16,6.87222865699359e-16,4.332040660039938e-15,5.159680693204648e-16,5.159680693204648e-16,1.7102122515918062e-15,1.2470837830082077e-15,1.2470837830082077e-15,XMM,,,,114,114.0,2.0
1479,HD 308829,174.7414595,-63.4774941368,10.49,B5e,,2,1479.0,5.333574672615611e+18,0.0,174.74145950124,-63.4774941368,Gaia DR3 5333574672615611776,0.3761,0.0171,22.018,6.116,-6.095,0.018,0.51,0.017898189,0.147,26.97,1.135,10.625461,0.002914,10.780537,0.004077,10.325767,0.004782,,0.9999873,B,2562.36572,2476.37939,2691.07324,2540.39404,2432.29932,2642.48608,0.4547699999999999,-1.2626685779462772,0.0,174.74145950124,-63.4774941368,1479.0,,,,,,,,,,,,,,,,,,,,,,,,3.516,1.979593,J113858.4-632838,2680.8,2.85041e-15,6.96729e-16,2.95624e-14,1.52025e-15,6.73803e-14,2.22909e-15,6.15369e-14,3.70731e-15,9.32026e-14,1.61289e-14,2.52058e-13,1.68229e-14,1.59798e-13,4.17403e-15,0.847432,0.0334023,0.379786,0.026035,-0.479503,0.026248,-0.423765,0.0743066,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,174.74364306,-63.47744,3.8414695117130904e-14,1.9754803484094074e-15,1.9754803484094074e-15,5.099176486471611e-14,1.6869208528648589e-15,1.6869208528648589e-15,9.917790238210337e-14,1.0607139961387975e-14,1.0607139961387975e-14,XMM,,,,115,115.0,2.0
1492,V801 Cen,177.00008333333332,-62.20691388888889,8.94,B1Vne,,0,1492.0,5.334823859608495e+18,0.09,177.00003001549,-62.20691022592,Gaia DR3 5334823859608495104,0.4754,0.0174,27.2655,6.428,-6.226,0.017,1.598,0.017916959,0.114,10.14,0.852,8.652682,0.003156,8.823288,0.004444,8.294997,0.010268,41348.1,0.00058355,,2063.11938,1975.95654,2143.86597,2049.01001,1985.73267,2111.28247,0.5282909999999994,-2.7493337932230397,0.0,177.00003001549,-62.20691022592,1492.0,0.226,0.711,J114800.0-621224,107.437,0.46471,0.56715,0.13866,7.3229277188784e-12,7.4147376618364e-12,7.2253796544854e-12,8.5656490833604e-13,8.710005608652e-13,8.4212925580689e-13,4.1202405205558e-13,4.2086085333162e-13,4.0318725077953e-13,5.7326615417321e-14,6.2204008189605e-14,5.2449222645036e-14,0.83215,0.85591,0.80854,16.5067,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,2.8,154436.0,0.0,1.67,0.0312,-0.0312,0.627,0.357,0.0604,-0.0042,0.272,0.00929,-0.00929,0.589,0.0138,-0.0138,0.0,1.298e-10,2.4287e-12,-2.4287e-12,1.40e-10,0.7942,0.057975,-0.059031,CXO+XRT,CXO,177.000126115,-62.206866408,4.1202405205558e-13,8.836801276040005e-15,8.836801276050002e-15,8.5656490833604e-13,1.4435652529160057e-14,1.443565252914996e-14,7.3229277188784e-12,9.180994295800077e-14,9.754806439299982e-14,CXO,0.83215,0.023760000000000003,0.02360999999999991,49,49.0,0.0
