#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
2073,HD 228438,303.45949999999993,36.622925,8.37,B0.5IIIe,,0,2073.0,2.060497129916833e+18,0.081,303.45950265894,36.62290261527,Gaia DR3 2060497129916833024,0.4262,0.0251,16.9754,6.908,-2.58,0.026,-6.408,0.029455617,0.243,51.03,1.491,8.116377,0.002847,8.364006,0.003465,7.674968,0.004384,35008.2,0.9999638,B,2242.95435,2137.5022,2397.61377,2286.96265,2167.15674,2403.03174,0.689038,-3.390096173209427,0.0,303.45950265894,36.62290261527,2073.0,,,,,,,,,,,,,,,,,,,,,,,,0.738,1.354793,J201350.2+363722,31.5325,1.16616e-16,1.80744e-16,2.57564e-15,4.71573e-16,1.42881e-15,4.18804e-16,1.1976e-16,3.88275e-16,1.12523e-15,2.9058e-15,5.71055e-15,3.07127e-15,5.99202e-15,9.81518e-16,0.907571,0.125746,-0.358487,0.146608,-0.879239,0.203378,0.976427,0.219059,0.75,4.6,97731.0,0.0,0.000858,0.000409,-0.000409,-0.236,0.254,0.000334,-0.00026,0.000196,0.000208,-0.000196,0.000333,0.000237,-0.000237,0.537,5.307e-14,2.5305e-14,-2.5305e-14,8.32e-14,,,,XMM+XRT,XMM,303.45925306,36.62285889,3.346900973245983e-15,6.12782893826982e-16,6.12782893826982e-16,1.0812885005907516e-15,3.169406353548821e-16,3.169406353548821e-16,7.979571905473061e-16,1.8789806037830644e-15,1.8789806037830644e-15,XMM,,,,140,140.0,1.0
2075,HD 228535,303.73052859,36.8535390968,10.43,B2IVe,,2,2075.0,2.060529153194843e+18,0.0,303.73052859011,36.8535390968,Gaia DR3 2060529153194842880,0.4296,0.0141,30.4343,6.532,-3.65,0.014,-5.417,0.015574958,0.128,23.8,1.22,10.045268,0.003347,10.420864,0.004739,9.491667,0.009276,31790.6,0.99998766,B,2232.61743,2140.07666,2305.72412,2219.12988,2148.74023,2296.70947,0.9291970000000004,-1.3232075547341022,0.0,303.73052859011,36.8535390968,2075.0,,,,,,,,,,,,,,,,,,,,,,,,1.774,2.146685,J201455.4+365111,9.49564,1.89864e-16,2.75536e-16,6.60697e-16,4.77691e-16,2.80152e-15,8.89604e-16,2.40834e-15,1.5932e-15,6.07662e-15,8.88105e-15,1.15175e-14,9.17389e-15,5.48076e-15,1.61184e-15,0.52118,0.592184,0.570586,0.266405,-0.272162,0.236271,0.260531,0.310225,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,303.73091111,36.85315306,8.5853901644667e-16,6.207328946634028e-16,6.207328946634028e-16,2.1201218917665766e-15,6.732305731899517e-16,6.732305731899517e-16,5.438304599640375e-15,5.7830396323860465e-15,5.7830396323860465e-15,XMM,,,,141,141.0,2.0
2101,V2246 Cyg,308.06329166666666,37.6375,19.7,B0Ve,,0,2101.0,2.0637913698153226e+18,0.986,308.06362685512,37.63743239547,Gaia DR3 2063791369815322752,0.3418,0.0846,4.0393,6.366,-3.371,0.083,-5.4,0.09149153,0.637,17.18,0.988,16.89136,0.003425,19.491253,0.037563,15.41941,0.009966,5190.3,1.0,M,2410.80713,2019.58533,2908.67603,2246.40552,1842.11621,2825.05737,4.071843000000001,7.580440663847334,0.0,308.06362685512,37.63743239547,2101.0,,,,,,,,,,,,,,,,,,,,,,,,0.312,0.25082,J203215.2+373815,3239720.0,1.1335e-13,3.47709e-15,1.73263e-13,4.22199e-15,3.88393e-12,1.80571e-14,5.49875e-11,1.05856e-13,2.02456e-10,4.59946e-13,2.60068e-10,4.72574e-13,3.40981e-11,6.38944e-14,0.2514,0.017323,0.918986,0.00180453,0.672257,0.00134489,-0.13059,0.00141453,1.52,2.2,62735.0,0.0,1.62,0.0101,-0.0101,0.937,0.717,0.00658,-0.000571,0.209,0.00407,-0.00407,1.33,0.00847,-0.00847,0.0,1.869e-10,1.169e-12,-1.169e-12,2.42e-10,,,,XMM+XRT,XMM,308.06363111,37.63751889,2.2514563499849308e-13,5.486241260438107e-15,5.486241260438107e-15,2.9392633352926124e-12,1.3665172125067196e-14,1.3665172125067196e-14,1.6500445142906002e-10,3.0250200333724995e-13,3.0250200333724995e-13,XMM,,,,142,142.0,0.0
2103,V2188 Cyg,308.32766666666663,41.25986111111112,14.88,Be,,0,2103.0,2.0677835590951526e+18,1.339,308.32719690548,41.25974459154,Gaia DR3 2067783559095152768,0.5539,0.0135,41.169,5.036,-2.604,0.013,-4.31,0.016313842,0.059,2.678,1.088,13.558911,0.005576,15.305485,0.010439,12.304036,0.014296,33804.2,0.9999844,unknown,1666.98364,1623.92969,1711.07605,1659.77759,1630.24097,1698.1759,3.001448999999999,4.195828311875536,0.0,308.32719690548,41.25974459154,2103.0,0.248,0.745,J203318.5+411535,4.0,0.28357,0.99938,0.99938,1.7835668596653e-15,2.3348511617436e-15,1.2322825575869e-15,5.4466632826225e-16,7.3320467266072e-16,3.5612798386378e-16,1e-20,6.0204644569697e-17,1e-20,0.0,5.8866996585104e-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,308.327153208,41.259805067,1e-20,6.0194644569697e-17,1e-20,5.4466632826225e-16,1.8853834439847e-16,1.8853834439846995e-16,1.7835668596653e-15,5.512843020783004e-16,5.512843020783998e-16,CXO,,,,71,71.0,0.0
2106,W Del,309.41704166666665,18.28438333333333,9.81,A0Ve,30.0,0,2106.0,1.8125587696631383e+18,0.124,309.41700757163,18.28439533886,Gaia DR3 1812558769663138176,1.2538,0.0273,45.8972,5.546,-3.618,0.024,4.204,0.025364177,0.227,72.38,1.483,9.732103,0.002973,9.778762,0.003605,9.601971,0.006401,,0.99986905,B,784.345947,768.065613,799.935669,781.383179,766.392639,796.058167,0.1767909999999997,0.3062237163298853,0.0,309.41700757163,18.28439533886,2106.0,,,,,,,,,,,,,,,,,,,,,,,,1.184,1.372619,J203740.1+181702,80.2868,4.70456e-16,5.35309e-16,7.27676e-15,1.33658e-15,3.74652e-15,8.91513e-16,3.17076e-16,6.6649e-16,1.41177e-15,5.47735e-15,1.64799e-14,5.94437e-15,1.60529e-14,2.28206e-15,0.920217,0.0849652,-0.218651,0.130395,-0.944014,0.0993389,0.123709,0.964789,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,309.41722194,18.28413694,9.45574502883844e-15,1.7368113955448414e-15,1.7368113955448414e-15,2.835274804370954e-15,6.746752577509696e-16,6.746752577509696e-16,1.1080772512622174e-15,3.536517390203975e-15,3.536517390203975e-15,XMM,,,,143,143.0,0.0
2122,V1493 Cyg,313.019375,44.62511944444445,15.2,A2Ve,,0,2122.0,2.1631477416289183e+18,0.117,313.01933291856,44.62510681807,Gaia DR3 2163147741628918144,0.8711,0.0453,19.2094,3.83,-1.937,0.047,-3.304,0.044924326,0.477,141.5,3.607,13.854384,0.005589,15.451743,0.020548,12.583874,0.013181,,0.9999993,unknown,1102.76843,1048.15796,1163.91748,1085.92981,1035.03027,1133.56226,2.8678690000000007,5.239321376746108,0.0,313.01933291856,44.62510681807,2122.0,,,,,,,,,,,,,,,,,,,,,,,,3.37,1.842562,J205204.7+443733,8.01578,1.85003e-16,2.91623e-16,2.01481e-16,2.83625e-16,8.8571e-16,4.88868e-16,2.85296e-15,1.66828e-15,3.41714e-15,6.36026e-15,1.09969e-14,6.75985e-15,3.53884e-15,1.19955e-15,0.496476,0.5996,0.524543,0.29981,-0.116963,0.259258,-0.078523,0.32356,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,313.01958889,44.626025,2.618133570648747e-16,3.685549178211597e-16,3.685549178211597e-16,6.702836891246804e-16,3.699633588138377e-16,3.699633588138377e-16,4.018724150756765e-15,4.214410275421521e-15,4.214410275421521e-15,XMM,,,,144,144.0,1.0
2123,HD 198931,313.0405,44.43461388888888,8.81,B1Vnne,,0,2123.0,2.1629565984003146e+18,0.086,313.04047665649,44.43459681777,Gaia DR3 2162956598400314624,0.5433,0.22,2.4694,3.189,-1.166,0.217,-2.968,0.1968849,2.059,3398.0,13.463,8.488976,0.002811,8.858294,0.003231,7.87987,0.00399,22381.0,0.9999876,B,2497.70142,1648.23267,3724.85938,2142.65967,1487.82837,2753.59912,0.9784240000000004,-3.129408603744034,0.0,313.04047665649,44.43459681777,2123.0,0.976,3.225,J205209.7+442605,15.511,-0.33979,-0.56465,-0.24485,1e-20,1.1937424632388e-14,1e-20,1.1695204569833e-14,1.40342454838e-14,9.2185730138684e-15,1.1642301747508e-14,1.4137080693403e-14,9.1475228016135e-15,,,,,,,,0.603,0.563006,J205209.7+442604,567.803,8.10418e-16,3.61905e-16,6.86051e-15,7.77572e-16,1.59943e-14,1.23111e-15,1.15153e-14,1.87356e-15,2.20278e-14,8.6814e-15,5.9777e-14,9.06739e-15,3.83574e-14,2.26923e-15,0.786986,0.084993,0.381571,0.0578079,-0.613689,0.0546584,-0.403651,0.17164,0.27,2.0,77806.0,0.0,0.0034,0.000614,-0.000614,0.87,-0.3,1.24e-05,-1.24e-05,0.00215,0.000448,-0.000448,0.000989,0.000347,-0.000347,0.741,1.091e-13,1.9684e-14,-1.9684e-14,4.19e-12,3.984,-1.0,-0.59823,CXO+XMM+XRT,CXO,313.040809024,44.434728161,1.1642301747508e-14,2.494778945895e-15,2.4947789458944997e-15,1.1695204569833e-14,2.339040913967e-15,2.476631555964601e-15,1e-20,1.1937414632388e-14,1e-20,CXO,3.9839999675750732,1.0,0.5982300043106079,72,72.0,0.0
2130,59 Cyg,314.95649999999995,47.52095,4.74,B1.5Vnne,379.0,0,2130.0,2.1639493886952911e+18,0.067,314.95652722896,47.52095244138,Gaia DR3 2163949388695291136,1.4681,0.368,3.9899,8.846,7.857,0.374,4.065,0.34652957,2.931,10390.0,2.724,4.549879,0.003957,4.603998,0.00467,4.498428,0.013242,41342.1,0.9999623,O,2572.76074,1707.21594,3124.86011,870.67749,545.695984,1145.48413,0.1055700000000001,-7.447998999203237,0.0,314.95652722896,47.52095244138,2130.0,,,,,,,,,,,,,,,,,,,,,,,,0.716,0.729362,J205949.6+473115,690.112,1.8678e-14,1.90118e-15,3.11097e-14,2.19349e-15,3.87816e-15,8.98295e-16,6.36833e-16,9.02985e-16,2.07334e-15,4.09605e-15,6.1172e-14,5.65422e-15,4.78747e-14,3.35207e-15,0.362837,0.0531128,-0.78938,0.0438617,-0.878873,0.124513,-0.101578,0.861479,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,314.95677306,47.52106194,4.042532543654803e-14,2.850318295959579e-15,2.850318295959579e-15,2.9348967402600967e-15,6.798077096592052e-16,6.798077096592052e-16,1.7370436975213973e-15,2.6883373974943225e-15,2.6883373974943225e-15,XMM,,,,145,145.0,0.0
2134,GSC 03588-00834,315.8987916666667,45.751530555555554,14.25,B0Ve,,0,2134.0,2.162805896614572e+18,0.056,315.89876969225,45.75153283211,Gaia DR3 2162805896614571904,0.1309,0.0129,10.1073,4.719,-3.505,0.014,-3.16,0.012575196,0.0,0.0,1.09,13.774436,0.005515,14.475037,0.01537,12.951386,0.017684,29372.9,0.9999923,B,6218.41309,5770.01709,6794.54736,6208.10205,5750.44482,6622.60547,1.523651000000001,0.5066391554746499,0.0,315.89876969225,45.75153283211,2134.0,0.129,0.71,J210335.6+454505,27.56,0.46346,0.74953,0.43348,1.9282472103292e-13,2.0162050888859e-13,1.8402893317724e-13,2.8078387850524e-14,2.9828211532862e-14,2.6219200188039e-14,6.5019412547748e-15,7.3635369995658e-15,5.6403455099839e-15,0.0,3.8201153552731e-16,0.0,1.82756,2.0148,1.6596,114.498,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.3,43945.0,0.0,1.04,0.00604,-0.00604,0.884,0.601,0.0123,-0.000685,0.212,0.00287,-0.00287,0.844,0.00543,-0.00543,0.0,1.116e-10,6.4707e-13,-6.4707e-13,1.29e-10,1.861,0.66399,-1.6437,CXO+XRT,CXO,315.898719484,45.751540351,6.5019412547748e-15,8.615957447910004e-16,8.615957447908994e-16,2.8078387850524e-14,1.749823682338003e-15,1.859187662484999e-15,1.9282472103292e-13,8.795787855670008e-15,8.795787855680004e-15,CXO,1.82756,0.18724000000000007,0.1679600000000001,73,73.0,0.0
2138,V2148 Cyg,317.4942916666666,45.50255555555555,6.61,B4IVpe,340.0,0,2138.0,2.1625533868862426e+18,0.144,317.49434889168,45.50255412196,Gaia DR3 2162553386886242560,2.3622,0.0348,67.9078,8.037,8.036,0.037,-0.148,0.03673884,0.348,119.7,0.925,6.702787,0.003168,6.636296,0.006574,6.771759,0.005887,,0.9999999,B,417.458649,411.812439,423.159943,419.054993,411.111481,424.551605,-0.1354630000000005,-1.4667713164570984,0.0,317.49434889168,45.50255412196,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,3.0,157072.0,0.0,0.00718,0.00172,-0.00172,-0.925,0.045,0.00699,-0.00163,0.0,0.000509,0.0,7.36e-05,0.000379,-7.36e-05,0.377,4e-13,9.594e-14,-9.594e-14,5.84e-13,,,,XRT,XRT,317.49449,45.50244,7.515846306786234e-14,1.802675766858322e-14,1.802675766858322e-14,5.3888524281556005e-14,1.2925162765290196e-14,1.2925162765290196e-14,1.730247012115806e-13,4.149997528028075e-14,4.149997528028075e-14,XRT,,,,175,175.0,1.0
2151,V2156 Cyg,321.26016666666663,44.45176944444445,8.91,B1.5Vnnpe,,0,2151.0,1.970815567066416e+18,0.049,321.26017958319,44.45175947585,Gaia DR3 1970815567066416128,1.0899,0.0169,64.3402,2.695,-0.406,0.016,-2.664,0.015885854,0.12,16.4,1.067,8.658449,0.002871,8.986755,0.003496,8.124928,0.004388,28989.2,0.9999781,B,900.66748,887.530579,910.604187,896.514343,879.13092,915.7547,0.8618269999999999,-0.7860674107459911,0.0,321.26017958319,44.45175947585,2151.0,,,,,,,,,,,,,,,,,,,,,,,,0.158,0.576916,J212502.4+442706,1883.91,1.32784e-15,7.72519e-16,3.15286e-15,1.23365e-15,5.93583e-14,4.32056e-15,2.36346e-13,1.43091e-14,5.35458e-13,4.53878e-14,8.37789e-13,4.78636e-14,2.03535e-13,9.49027e-15,0.399941,0.243903,0.875527,0.0429555,0.171648,0.0459295,-0.29449,0.0472581,2.23,3.7,140862.0,0.0,0.0159,0.00175,-0.00175,0.667,0.352,0.000818,-0.000463,0.00472,0.000951,-0.000951,0.00999,0.00137,-0.00137,0.0365,8.652e-13,9.517e-14,-9.517e-14,3.89e-12,0.8678,0.52052,-0.29633,XMM+XRT,XMM,321.26013806,44.45179194,4.482204449900199e-15,3.2177697922252747e-15,3.360336433389032e-15,4.794035011462434e-14,4.694267741558217e-14,5.045136958123875e-14,3.658678547696708e-13,6.436399599105729e-13,6.117671939242124e-13,XMM,0.8677999973297119,0.5205199718475342,0.2963300049304962,146,146.0,1.0
2152,ALFIRK,322.1649999999999,70.56071388888888,3.216,B2IIIev,20.0,0,2152.0,2.272185759996421e+18,0.066,322.16505269614,70.56071944519,Gaia DR3 2272185759996420992,,,,,,,,,7.374,74990.0,,3.19459,0.00895,3.158124,0.014214,3.378576,0.00803,,0.9999993,B,,,,,,,-0.2204519999999998,,0.0,322.16505269614,70.56071944519,2152.0,,,,,,,,,,,,,,,,,,,,,,,,0.614,0.950387,J212839.5+703339,142989.0,3.42458e-13,2.10672e-15,6.86159e-13,2.62326e-15,1.31721e-13,1.17533e-15,1.5154e-14,7.64724e-16,8.482e-16,7.51517e-16,1.17748e-12,3.85978e-15,1.03045e-12,3.93138e-15,0.436732,0.00292517,-0.688414,0.00257148,-0.916904,0.00409273,-0.976378,0.0213243,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,322.16475,70.56085694,8.916254697479037e-13,3.4087805155523514e-15,3.4087805155523514e-15,9.968323471022345e-14,8.894610293876217e-16,8.894610293876217e-16,1.0256363950373982e-14,6.872004608737728e-16,6.872004608737728e-16,XMM,,,,147,147.0,0.0
2162,V490 Cep,324.878,56.98611388888889,14.29,B1.5Ve,,0,2162.0,2.1781784091881672e+18,0.475,324.87785209105,56.98621852916,Gaia DR3 2178178409188167296,0.1048,0.0127,8.2777,3.694,-2.964,0.014,-2.204,0.014115204,0.0,0.0,1.037,13.816205,0.002979,14.523019,0.004669,12.969804,0.00529,,0.9999581,O,7446.63037,6954.34033,8022.89941,7249.57812,6631.55029,8022.30078,1.5532149999999998,0.163220013953131,0.0,324.87785209105,56.98621852916,2162.0,0.114,0.712,J213930.6+565910,13.254,0.49844,0.76827,0.43848,5.803014840108e-13,6.370916915995e-13,5.235112764221e-13,6.9128351569117e-14,7.8489723689382e-14,5.9766979448853e-14,1.8197449140869e-14,2.3282030518465e-14,1.2845258217084e-14,3.2981357700231e-15,6.1840045687933e-15,4.1226697125289e-16,1.39462,1.7129,1.1101,85.4343,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,3.5,125499.0,0.0,5.32,0.0362,-0.0362,0.794,0.567,0.129,-0.00771,1.16,0.0171,-0.0171,4.2,0.0325,-0.0325,0.0,4.701e-10,3.2013e-12,-3.2013e-12,5.64e-10,0.4816,0.059754,-0.044713,CXO+XRT,CXO,324.877865154,56.986249489,1.8197449140869e-14,5.084581377596001e-15,5.352190923784999e-15,6.9128351569117e-14,9.361372120265003e-15,9.361372120264006e-15,5.803014840108e-13,5.6790207588699956e-14,5.679020758870006e-14,CXO,1.39462,0.3182800000000001,0.2845199999999999,74,74.0,0.0
2171,EM Cep,328.45041666666657,62.61442777777778,7.03,B0.5Ve,304.0,0,2171.0,2.2043698756682511e+18,0.035,328.45040039118,62.61442166849,Gaia DR3 2204369875668251264,1.5214,0.1914,7.9495,2.945,-2.929,0.229,-0.313,0.20462364,2.102,4734.0,10.054,6.959275,0.003512,7.06385,0.007276,6.704503,0.007531,23123.0,4.993e-05,B,697.133667,623.595703,793.111816,693.444275,610.751526,805.748169,0.3593470000000005,-2.1527302841405582,0.0,328.45040039118,62.61442166849,2171.0,0.421,0.742,J215348.1+623651,5.4,-0.37976,-0.79575,-0.57839,7.5508975239153e-16,1.3893651444004e-15,1.2081436038264e-16,1.0508218696376e-15,1.4945022145957e-15,6.0714152467949e-16,3.0107537473032e-15,3.9247325634489e-15,2.0430114713843e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,328.450646311,62.614392278,3.0107537473032e-15,9.139788161457003e-16,9.677422759189e-16,1.0508218696376e-15,4.4368034495810013e-16,4.436803449581099e-16,7.5508975239153e-16,6.342753920088701e-16,6.3427539200889e-16,CXO,,,,75,75.0,0.0
2185,BD+53 2790,331.9843333333333,54.51844444444444,9.93,O9.5IIIe,,0,2185.0,2.0056535242802145e+18,0.105,331.98428755193,54.5184321708,Gaia DR3 2005653524280214400,0.3051,0.0136,22.4217,5.33,-4.173,0.015,-3.317,0.013615789,0.107,14.0,0.979,9.743357,0.002814,9.880591,0.003443,9.464358,0.003961,20008.4,6.232e-05,B,3104.12915,2968.41479,3237.89209,3167.40918,3047.29785,3332.67236,0.4162330000000001,-2.579107910813329,0.0,331.98428755193,54.5184321708,2185.0,,,,,,,,,,,,,,,,,,,,,,,,0.208,1.900007,J220756.2+543106,11893600.0,4.11586e-13,3.41067e-15,2.35131e-12,8.28423e-15,1.38765e-11,2.02262e-14,6.83602e-11,7.94303e-14,1.85488e-10,2.43031e-13,2.66929e-10,2.59702e-13,4.76824e-11,2.20794e-14,0.69643,0.00230207,0.69532,0.00100295,0.261124,0.000867413,-0.174095,0.000870032,1.43,3.5,162058.0,0.0,4.57,0.054,-0.054,0.852,0.751,0.0429,-0.0046,0.546,0.0209,-0.0209,4.02,0.0494,-0.0494,0.0,6.624e-10,7.827e-12,-7.827e-12,6.90e-10,0.04191,3.3921,-0.11206,XMM+XRT,XMM,331.98418889,54.518425,3.709727654473628e-12,6.710830703251669e-12,7.636608808265384e-12,1.1813213473782072e-11,4.2875428961066466e-11,4.8487147134521294e-11,8.324377050435234e-11,7.380731388907424e-10,6.187547407042221e-10,XMM,0.04191000014543533,3.3921000957489014,0.11206000298261642,148,148.0,0.0
2198,pi Aqr,336.31925,1.3773972222222222,4.794,B1Ve,230.0,0,2198.0,2.702544403629124e+18,0.328,336.31934038804,1.37740985144,Gaia DR3 2702544403629124224,2.9761,0.1129,26.3686,17.705,17.518,0.159,2.563,0.13509889,0.759,746.3,0.952,4.525096,0.00504,4.519456,0.011712,4.457915,0.021472,37395.3,0.99999785,O,329.946533,319.139038,343.839142,333.05719,320.901276,342.499084,0.061541,-3.0727618462929573,0.0,336.31934038804,1.37740985144,2198.0,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.344023,J222516.6+012238,731756.0,1.29825e-13,2.22623e-15,6.08646e-13,4.24178e-15,1.69873e-12,7.10453e-15,3.55311e-12,1.65879e-14,5.9783e-12,4.326e-14,1.19652e-11,4.72094e-14,5.12677e-12,1.46218e-14,0.710172,0.00459071,0.475989,0.00314611,-0.111483,0.00309355,-0.393044,0.00363137,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,336.31927694,1.37740111,7.909016360059149e-13,5.511957265105118e-15,5.511957265105118e-15,1.2855573621464907e-12,5.376534732471086e-15,5.376534732471086e-15,6.109010631052859e-12,2.9695311029081976e-14,2.9695311029081976e-14,XMM,,,,149,149.0,0.0
2213,4U 2238+60,339.8370833333332,61.27411111111111,,Be,,0,2213.0,2.2010915786671404e+18,0.486,339.83682979593,61.27405311885,Gaia DR3 2201091578667140352,0.104,0.014,7.4412,2.555,-2.344,0.015,-1.015,0.014133349,0.044,1.044,1.105,14.104571,0.004577,15.060287,0.009325,13.122439,0.012834,16439.9,0.9999989,O,7387.7085,6712.14209,8243.56641,7315.11621,6784.97314,7996.52441,1.937848000000001,0.7177382451918959,0.0,339.83682979593,61.27405311885,2213.0,0.218,0.715,J223920.8+611626,8.653,0.70956,0.88195,0.44722,3.6208725046227e-13,4.1047510773258e-13,3.1369939319195e-13,1.9132075063507e-14,2.4377966613179e-14,1.3886183513836e-14,4.4630576209156e-15,6.9571192326038e-15,1.9689960092275e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,339.836836125,61.273992655,4.4630576209156e-15,2.4940616116882e-15,2.4940616116881003e-15,1.9132075063507e-14,5.2458915496720006e-15,5.245891549670999e-15,3.6208725046227e-13,4.838785727031e-14,4.838785727032e-14,CXO,,,,76,76.0,0.0
2215,HD 215227,340.7387499999999,44.72173611111111,8.81,B5ne,,0,2215.0,1.982359580155628e+18,0.047,340.73874140526,44.72172459979,Gaia DR3 1982359580155628160,0.486,0.0185,26.3066,4.698,-3.478,0.016,-3.159,0.016737616,0.158,39.01,1.139,8.705068,0.002878,8.769057,0.003482,8.494837,0.004798,,0.99982005,B,1984.89014,1908.18347,2065.52295,1958.82581,1900.05347,2027.00623,0.2742199999999997,-2.719625371837907,0.0,340.73874140526,44.72172459979,2215.0,,,,,,,,,,,,,,,,,,,,,,,,2.837,1.461739,J224257.2+444315,35.7272,4.41217e-16,2.85549e-16,2.47342e-15,5.64208e-16,1.81185e-15,5.70553e-16,2.84534e-15,1.30003e-15,1e-20,3.61672e-15,7.95511e-15,3.95782e-15,7.9495e-15,1.3497e-15,0.706477,0.151087,-0.226371,0.182941,-0.242029,0.245859,-1.0,0.486731,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,340.73867,44.72093806,3.214071766724418e-15,7.331569257789015e-16,7.331569257789015e-16,1.371163814499726e-15,4.317805711589051e-16,4.317805711589051e-16,1.8236833164312783e-15,2.463286230554828e-15,2.463286230554828e-15,XMM,,,,150,150.0,1.0
2218,EM* MWC 659,341.9390416666667,57.28077222222222,10.15,B0IIIpe,,0,2218.0,2.0071354597924014e+18,0.066,341.93901022419,57.2807654065,Gaia DR3 2007135459792401408,0.2773,0.012,23.1842,4.491,-3.355,0.012,-2.986,0.011119923,0.086,10.93,0.949,9.916761,0.002793,10.209489,0.002901,9.415123,0.003808,41066.4,0.99997586,B,3409.34668,3224.45337,3579.60913,3401.40186,3273.69043,3620.22119,0.7943660000000001,-2.453866823914778,0.0,341.93901022419,57.2807654065,2218.0,,,,,,,,,,,,,,,,,,,,,,,,0.974,0.924799,J224745.2+571650,18081.2,3.33132e-15,5.91978e-16,3.62466e-14,1.80387e-15,1.75008e-13,4.08617e-15,4.77333e-13,1.14162e-14,9.70201e-13,3.37399e-14,1.66201e-12,3.59793e-14,5.25634e-13,8.35284e-15,0.817695,0.0289694,0.625367,0.0167106,-0.019755,0.0166873,-0.327645,0.0187797,0.7,4.5,193015.0,0.0,0.0145,0.0042,-0.0042,0.832,0.213,0.0,0.0,0.00557,0.00255,-0.00255,0.009,0.00328,-0.00328,,8.874e-13,2.5676e-13,-2.5676e-13,1.51e-12,1.791,-1.0,-0.88908,XMM+XRT,XMM,341.93852389,57.28070111,4.668559001987439e-14,3.891409953249548e-13,3.9441123510313865e-13,1.3140324583196867e-13,1.3596425056481185e-12,1.3831514223997043e-12,9.538090466841245e-13,1.2358730021510223e-11,1.2397494204002153e-11,XMM,1.7910000085830688,1.0,0.8890799880027771,151,151.0,0.0
